edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
ProducerOf,contributor,15696,Tao Fu,Tao Fu,Person,15690,Nocturnal Harmonies: Four Voices Intertwined,Song,Psychedelic Rock,2029
PerformerOf,contributor,15733,Fang Qiu,Fang Qiu,Person,15732,"Whispers, Waltzes, Warmth",Album,Space Rock,2029
PerformerOf,contributor,754,Na Shao,Na Shao,Person,15732,"Whispers, Waltzes, Warmth",Album,Space Rock,2029
PerformerOf,contributor,752,Xia Xiong,Xia Xiong,Person,15732,"Whispers, Waltzes, Warmth",Album,Space Rock,2029
ProducerOf,contributor,753,Lei Yan,Lei Yan,Person,15732,"Whispers, Waltzes, Warmth",Album,Space Rock,2029
LyricistOf,contributor,15787,Tammy Camacho,Tammy Camacho,Person,15783,Unspoken Words,Song,Space Rock,2029
PerformerOf,contributor,15784,Carolyn Ramos,Carolyn Ramos,Person,15783,Unspoken Words,Song,Space Rock,2029
PerformerOf,contributor,15786,Geraldo Moreno-Bravo,Geraldo Moreno-Bravo,Person,15783,Unspoken Words,Song,Space Rock,2029
PerformerOf,contributor,15788,Marcia Florencia Carmona Cuéllar,Marcia Florencia Carmona Cuéllar,Person,15783,Unspoken Words,Song,Space Rock,2029
PerformerOf,contributor,15785,Robert Mathis,Robert Mathis,Person,15783,Unspoken Words,Song,Space Rock,2029
ProducerOf,contributor,15784,Carolyn Ramos,Carolyn Ramos,Person,15783,Unspoken Words,Song,Space Rock,2029
ComposerOf,contributor,450,Jun Cao,Jun Cao,Person,15936,Berber Sands and Southern Light,Album,Southern Gothic Rock,2029
LyricistOf,contributor,15498,Bertrand-Robert Duval,Bertrand-Robert Duval,Person,15936,Berber Sands and Southern Light,Album,Southern Gothic Rock,2029
PerformerOf,contributor,4633,Juan Gong,Juan Gong,Person,15936,Berber Sands and Southern Light,Album,Southern Gothic Rock,2029
PerformerOf,contributor,4632,Tao Zeng,Tao Zeng,Person,15936,Berber Sands and Southern Light,Album,Southern Gothic Rock,2029
ComposerOf,contributor,15556,Yong Liu,Yong Liu,Person,15981,Memories in the Rearview,Song,Jazz Surf Rock,2029
LyricistOf,contributor,15982,Angel Mccullough,Angel Mccullough,Person,15981,Memories in the Rearview,Song,Jazz Surf Rock,2029
PerformerOf,contributor,15556,Yong Liu,Yong Liu,Person,15981,Memories in the Rearview,Song,Jazz Surf Rock,2029
ProducerOf,contributor,15557,Laura Anderson,Laura Anderson,Person,15981,Memories in the Rearview,Song,Jazz Surf Rock,2029
ComposerOf,contributor,16011,Li Fan,Li Fan,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
PerformerOf,contributor,16009,Chao Xia,Chao Xia,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
PerformerOf,contributor,16013,Jing Guo,Jing Guo,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
PerformerOf,contributor,16012,Jun Sun,Jun Sun,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
PerformerOf,contributor,16008,Yong Cai,Veridian,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
ProducerOf,contributor,16010,Kelly Dickson,Kelly Dickson,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
ProducerOf,contributor,16008,Yong Cai,Veridian,Person,16007,Enlightenment's Whisper,Song,Alternative Rock,2029
ComposerOf,contributor,16073,Catherine Perez,Catherine Perez,Person,16070,Wandering Wheels,Song,Space Rock,2029
PerformerOf,contributor,16073,Catherine Perez,Catherine Perez,Person,16070,Wandering Wheels,Song,Space Rock,2029
PerformerOf,contributor,16071,Jing Yao,Jing Yao,Person,16070,Wandering Wheels,Song,Space Rock,2029
PerformerOf,contributor,16074,Wei Xiong,Wei Xiong,Person,16070,Wandering Wheels,Song,Space Rock,2029
ProducerOf,contributor,16072,Steven Boyd,Steven Boyd,Person,16070,Wandering Wheels,Song,Space Rock,2029
LyricistOf,contributor,16079,Yong Lin,Yong Lin,Person,16078,Strings of Salvador,Song,Psychedelic Rock,2029
PerformerOf,contributor,16080,Na Bai,Na Bai,Person,16078,Strings of Salvador,Song,Psychedelic Rock,2029
PerformerOf,contributor,16081,Wei Wu,Wei Wu,Person,16078,Strings of Salvador,Song,Psychedelic Rock,2029
ComposerOf,contributor,43,James Taylor,James Taylor,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,16173,Gregory Romero,Gregory Romero,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,16174,James Rice,James Rice,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,43,James Taylor,James Taylor,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,44,Jennifer Smith,Jennifer Smith,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,45,Kyle Anderson,Kyle Anderson,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
PerformerOf,contributor,16172,Michael Pineda,Michael Pineda,Person,16171,Silver in Her Palm,Song,Dream Pop,2029
LyricistOf,contributor,16271,Justin Carroll,Justin Carroll,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,16273,Curtis Cooper,Curtis Cooper,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13491,Curtis Doyle,Curtis Doyle,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,16272,Drew Green,Drew Green,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13496,Gail Nguyen,Gail Nguyen,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13493,Jeffrey Medina,Jeffrey Medina,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13494,Joy Blanchard,Joy Blanchard,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13495,Melissa Williams,Melissa Williams,Person,16270,Echoes of Formality,Song,Dream Pop,2029
PerformerOf,contributor,13490,Theresa Lopez,Theresa Lopez,Person,16270,Echoes of Formality,Song,Dream Pop,2029
ProducerOf,contributor,13491,Curtis Doyle,Curtis Doyle,Person,16270,Echoes of Formality,Song,Dream Pop,2029
ComposerOf,contributor,16285,Timothée Charles,Timothée Charles,Person,16282,Chemical Harmony,Song,Psychedelic Rock,2029
PerformerOf,contributor,16286,Divij Dora,Divij Dora,Person,16282,Chemical Harmony,Song,Psychedelic Rock,2029
PerformerOf,contributor,16284,Joséphine Rodrigues,Joséphine Rodrigues,Person,16282,Chemical Harmony,Song,Psychedelic Rock,2029
ProducerOf,contributor,16283,Zara Kibe,Zara Kibe,Person,16282,Chemical Harmony,Song,Psychedelic Rock,2029
ComposerOf,contributor,16341,Eugene Powell,Eugene Powell,Person,16339,Celestial Metamorphosis,Song,Psychedelic Rock,2029
PerformerOf,contributor,16340,Brian Mitchell,Brian Mitchell,Person,16339,Celestial Metamorphosis,Song,Psychedelic Rock,2029
PerformerOf,contributor,16342,Jessica Lewis,Jessica Lewis,Person,16339,Celestial Metamorphosis,Song,Psychedelic Rock,2029
ProducerOf,contributor,16342,Jessica Lewis,Jessica Lewis,Person,16339,Celestial Metamorphosis,Song,Psychedelic Rock,2029
ComposerOf,contributor,16344,Michael Smith,Michael Smith,Person,16343,Immortal Refrains,Song,Post-Apocalyptic Folk,2029
PerformerOf,contributor,16344,Michael Smith,Michael Smith,Person,16343,Immortal Refrains,Song,Post-Apocalyptic Folk,2029
PerformerOf,contributor,16346,Tiffany Wong,Tiffany Wong,Person,16343,Immortal Refrains,Song,Post-Apocalyptic Folk,2029
ProducerOf,contributor,16345,Jordan Hopkins,Jordan Hopkins,Person,16343,Immortal Refrains,Song,Post-Apocalyptic Folk,2029
ComposerOf,contributor,16359,Richard Rodriguez,Richard Rodriguez,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
LyricistOf,contributor,16358,Fang Luo,Fang Luo,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
PerformerOf,contributor,16358,Fang Luo,Fang Luo,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
PerformerOf,contributor,16357,Li Bai,Li Bai,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
PerformerOf,contributor,16359,Richard Rodriguez,Richard Rodriguez,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
ProducerOf,contributor,4098,Guiying Liao,Guiying Liao,Person,16356,Echoes of Chromatic Shadows,Song,Dream Pop,2029
PerformerOf,contributor,16377,Gatik Gandhi,Gatik Gandhi,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
PerformerOf,contributor,16376,Gatik Thaker,Gatik Thaker,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
PerformerOf,contributor,16378,Indrajit Halder,Indrajit Halder,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
PerformerOf,contributor,16379,Jayan Chawla,Jayan Chawla,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
PerformerOf,contributor,16375,Tarini Bora,Xylo,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
ProducerOf,contributor,16374,Shanaya Dave,Lena Rose,Person,16373,Tearless Goodbye,Album,Dream Pop,2029
ComposerOf,contributor,16387,Ming Lin,Ming Lin,Person,16385,Unbroken Whispers,Album,Space Rock,2029
LyricistOf,contributor,16388,Chao Zhu,Chao Zhu,Person,16385,Unbroken Whispers,Album,Space Rock,2029
PerformerOf,contributor,16386,Ping Gong,Ping Gong,Person,16385,Unbroken Whispers,Album,Space Rock,2029
ProducerOf,contributor,16386,Ping Gong,Ping Gong,Person,16385,Unbroken Whispers,Album,Space Rock,2029
ComposerOf,contributor,16403,Juan Fang,Juan Fang,Person,16402,Les Ailes Célestes,Song,Dream Pop,2029
PerformerOf,contributor,16403,Juan Fang,Juan Fang,Person,16402,Les Ailes Célestes,Song,Dream Pop,2029
ProducerOf,contributor,8657,Xiulan Zhang,Xiulan Zhang,Person,16402,Les Ailes Célestes,Song,Dream Pop,2029
ComposerOf,contributor,1198,Qiang He,Qiang He,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
ComposerOf,contributor,1200,Qiang Zhao,Qiang Zhao,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
LyricistOf,contributor,212,Jun Yao,Jun Yao,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
LyricistOf,contributor,12880,Wei Luo,Wei Luo,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,16469,Chao Wang,Chao Wang,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,1202,Emily Nelson,Emily Nelson,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,16468,Na Fu,Na Fu,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,16751,Nordic Kitchen Collective,Nordic Kitchen Collective,MusicalGroup,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,1198,Qiang He,Qiang He,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
PerformerOf,contributor,12880,Wei Luo,Wei Luo,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
ProducerOf,contributor,16467,Chao Fan,Chao Fan,Person,16466,Whispers from Heaven,Song,Dream Pop,2029
ComposerOf,contributor,10223,Lei Lu,Lei Lu,Person,16522,Puncture Point,Song,Doom Metal,2029
LyricistOf,contributor,13153,Min Qin,Min Qin,Person,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,16917,Crimson Harvest,Crimson Harvest,MusicalGroup,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,16523,Jing He,Jing He,Person,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,15701,Juan Duan,Juan Duan,Person,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,14122,Ming Xiang,Ming Xiang,Person,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,10224,Xia Song,Xia Song,Person,16522,Puncture Point,Song,Doom Metal,2029
ProducerOf,contributor,14122,Ming Xiang,Ming Xiang,Person,16522,Puncture Point,Song,Doom Metal,2029
PerformerOf,contributor,16533,Alexandra Mcdaniel,Alexandra Mcdaniel,Person,16530,Ghosting Memories,Song,Desert Rock,2029
PerformerOf,contributor,16532,Fang Qiao,Fang Qiao,Person,16530,Ghosting Memories,Song,Desert Rock,2029
PerformerOf,contributor,3647,Na Li,Na Li,Person,16530,Ghosting Memories,Song,Desert Rock,2029
PerformerOf,contributor,16531,Qiang Xia,Qiang Xia,Person,16530,Ghosting Memories,Song,Desert Rock,2029
ProducerOf,contributor,16533,Alexandra Mcdaniel,Alexandra Mcdaniel,Person,16530,Ghosting Memories,Song,Desert Rock,2029
LyricistOf,contributor,16567,Jun Lu,Jun Lu,Person,16564,Couch Kingdom,Song,Dream Pop,2029
PerformerOf,contributor,16568,Jing Gao,Jing Gao,Person,16564,Couch Kingdom,Song,Dream Pop,2029
PerformerOf,contributor,16565,Kimberly House,Kimberly House,Person,16564,Couch Kingdom,Song,Dream Pop,2029
PerformerOf,contributor,16566,Li He,Li He,Person,16564,Couch Kingdom,Song,Dream Pop,2029
PerformerOf,contributor,7992,Na Zeng,Na Zeng,Person,16564,Couch Kingdom,Song,Dream Pop,2029
PerformerOf,contributor,16569,Yan Li,Yan Li,Person,16564,Couch Kingdom,Song,Dream Pop,2029
LyricistOf,contributor,16604,Kelly Briggs,Kelly Briggs,Person,16603,Byte Americana,Song,Jazz Surf Rock,2029
PerformerOf,contributor,11607,Jason Roberts,Jason Roberts,Person,16603,Byte Americana,Song,Jazz Surf Rock,2029
ProducerOf,contributor,11607,Jason Roberts,Jason Roberts,Person,16603,Byte Americana,Song,Jazz Surf Rock,2029
LyricistOf,contributor,16625,Gina Lehmann-Süßebier,Lorien,Person,16624,Unbreakable Crown,Song,Desert Rock,2029
PerformerOf,contributor,15273,Jing Luo,Jing Luo,Person,16624,Unbreakable Crown,Song,Desert Rock,2029
PerformerOf,contributor,15274,Xiulan Zhong,Xiulan Zhong,Person,16624,Unbreakable Crown,Song,Desert Rock,2029
ProducerOf,contributor,15274,Xiulan Zhong,Xiulan Zhong,Person,16624,Unbreakable Crown,Song,Desert Rock,2029
LyricistOf,contributor,16730,Na Guo,Jenna Sky,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
LyricistOf,contributor,14487,Thomas Ball,Thomas Ball,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,16731,Guiying Dong,Guiying Dong,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,3681,Guiying Xia,Guiying Xia,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,3678,Jun Shao,Jun Shao,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,16733,Na Jiang,Na Jiang,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,16732,Na Peng,Na Peng,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
PerformerOf,contributor,14487,Thomas Ball,Thomas Ball,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
ProducerOf,contributor,3678,Jun Shao,Jun Shao,Person,16729,Battlefield Solitude,Album,Oceanus Folk,2029
LyricistOf,contributor,17227,Aiden Harper,Aiden Harper,Person,17231,Tides of Echos,Album,Oceanus Folk,2029
LyricistOf,contributor,17228,Finn Morgan,Finn Morgan,Person,17231,Tides of Echos,Album,Oceanus Folk,2029
LyricistOf,contributor,17226,Kai Reynolds,Kai Reynolds,Person,17231,Tides of Echos,Album,Oceanus Folk,2029
LyricistOf,contributor,17255,Sailor Shift,Sailor Shift,Person,17231,Tides of Echos,Album,Oceanus Folk,2029
LyricistOf,contributor,17229,Skylar Brooks,Skylar Brooks,Person,17231,Tides of Echos,Album,Oceanus Folk,2029
PerformerOf,contributor,17230,The Wave Riders,The Wave Riders,MusicalGroup,17231,Tides of Echos,Album,Oceanus Folk,2029
RecordedBy,label,17370,Oceanic Records,Oceanic Records,RecordLabel,17231,Tides of Echos,Album,Oceanus Folk,2029
PerformerOf,contributor,17230,The Wave Riders,The Wave Riders,MusicalGroup,17233,Sunset Harmony,Song,Oceanus Folk,2029
LyricistOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17341,Whispers of the Deep,Album,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17341,Whispers of the Deep,Album,Oceanus Folk,2029
RecordedBy,label,17369,Coastal Harmony Studios,Coastal Harmony Studios,RecordLabel,17341,Whispers of the Deep,Album,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17342,Beneath the Whispering Waves,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17343,Seasheel Lullaby,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17344,Riding the Moon's Reflection,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17345,Tidal Journey,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17346,Ebbing Heart,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17347,The Shifting Sands,Song,Oceanus Folk,2029
PerformerOf,contributor,17340,Orla Seabloom,Orla Seabloom,Person,17348,The Song of Forgotten Shores,Song,Oceanus Folk,2029
PerformerOf,contributor,380,Hanne-Lore Scholl-Heser,Hanne-Lore Scholl-Heser,Person,376,Infinite Pathway,Song,Dream Pop,2030
PerformerOf,contributor,377,Hildegund Wilmsen,Hildegund Wilmsen,Person,376,Infinite Pathway,Song,Dream Pop,2030
PerformerOf,contributor,379,Jutta Matthäi,Jutta Matthäi,Person,376,Infinite Pathway,Song,Dream Pop,2030
PerformerOf,contributor,378,Rosalie Hettner-Warmer,Rosalie Hettner-Warmer,Person,376,Infinite Pathway,Song,Dream Pop,2030
ProducerOf,contributor,378,Rosalie Hettner-Warmer,Rosalie Hettner-Warmer,Person,376,Infinite Pathway,Song,Dream Pop,2030
ComposerOf,contributor,394,Min Jin,Min Jin,Person,391,Espresso Farewell,Song,Dream Pop,2030
LyricistOf,contributor,393,Xia Li,Xia Li,Person,391,Espresso Farewell,Song,Dream Pop,2030
PerformerOf,contributor,392,Jing Yang,Jing Yang,Person,391,Espresso Farewell,Song,Dream Pop,2030
ProducerOf,contributor,392,Jing Yang,Jing Yang,Person,391,Espresso Farewell,Song,Dream Pop,2030
LyricistOf,contributor,1775,Steven Branch,Steven Branch,Person,1773,Slumber's Burden,Album,Darkwave,2030
PerformerOf,contributor,1776,Brittany Wright,Brittany Wright,Person,1773,Slumber's Burden,Album,Darkwave,2030
PerformerOf,contributor,1777,Judith Hunter,Judith Hunter,Person,1773,Slumber's Burden,Album,Darkwave,2030
PerformerOf,contributor,1774,Paula Wilson,Paula Wilson,Person,1773,Slumber's Burden,Album,Darkwave,2030
PerformerOf,contributor,16930,Phantom Resonance,Phantom Resonance,MusicalGroup,1773,Slumber's Burden,Album,Darkwave,2030
PerformerOf,contributor,1778,Rachel Wilson,Rachel Wilson,Person,1773,Slumber's Burden,Album,Darkwave,2030
ComposerOf,contributor,2001,Na Deng,Na Deng,Person,2267,Temporary Address,Song,Dream Pop,2030
PerformerOf,contributor,2270,Jing Huang,Jing Huang,Person,2267,Temporary Address,Song,Dream Pop,2030
PerformerOf,contributor,934,Jun Zhou,Jun Zhou,Person,2267,Temporary Address,Song,Dream Pop,2030
PerformerOf,contributor,2268,Xia Hu,Xia Hu,Person,2267,Temporary Address,Song,Dream Pop,2030
PerformerOf,contributor,2269,Yang Xiong,Yang Xiong,Person,2267,Temporary Address,Song,Dream Pop,2030
ProducerOf,contributor,2270,Jing Huang,Jing Huang,Person,2267,Temporary Address,Song,Dream Pop,2030
ProducerOf,contributor,2268,Xia Hu,Xia Hu,Person,2267,Temporary Address,Song,Dream Pop,2030
LyricistOf,contributor,2374,Benjamin Valencia,Benjamin Valencia,Person,2373,Loving Into The Void,Album,Dream Pop,2030
PerformerOf,contributor,2376,Chao Duan,Chao Duan,Person,2373,Loving Into The Void,Album,Dream Pop,2030
PerformerOf,contributor,2377,Fang Xiong,Fang Xiong,Person,2373,Loving Into The Void,Album,Dream Pop,2030
PerformerOf,contributor,2378,Guiying Su,Guiying Su,Person,2373,Loving Into The Void,Album,Dream Pop,2030
PerformerOf,contributor,2375,Lei Xiong,Lei Xiong,Person,2373,Loving Into The Void,Album,Dream Pop,2030
ComposerOf,contributor,2457,Ming Ding,Ming Ding,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
ComposerOf,contributor,2459,Ping Li,Ping Li,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
PerformerOf,contributor,2457,Ming Ding,Ming Ding,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
PerformerOf,contributor,2456,Na Kang,Na Kang,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
PerformerOf,contributor,16929,Sovereign Riders,Sovereign Riders,MusicalGroup,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
PerformerOf,contributor,2458,Xiuying Fang,Xiuying Fang,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
PerformerOf,contributor,2460,Yang Ye,Yang Ye,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
ProducerOf,contributor,2456,Na Kang,Na Kang,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
ProducerOf,contributor,2455,Jing Yin,Venice,Person,2454,Frozen Flame's Last Flicker,Song,Synthwave,2030
LyricistOf,contributor,3131,Peter Goodwin,Peter Goodwin,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3495,Gang Qin,Gang Qin,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3494,Ming Long,Ming Long,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3493,Qiang Chen,Qiang Chen,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3492,Na Gao,The Hollow Manuscript,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3496,Xiulan Deng,Xiulan Deng,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
ProducerOf,contributor,1410,Guiying Yan,Guiying Yan,Person,3491,Unbroken Horizons,Album,Indie Folk,2030
PerformerOf,contributor,3736,Fang Han,Fang Han,Person,3734,Cosmic Embrace,Song,Synthwave,2030
PerformerOf,contributor,3738,Gang Duan,Gang Duan,Person,3734,Cosmic Embrace,Song,Synthwave,2030
PerformerOf,contributor,3737,Mary Boyd,Mary Boyd,Person,3734,Cosmic Embrace,Song,Synthwave,2030
PerformerOf,contributor,3735,Qiang Zheng,Qiang Zheng,Person,3734,Cosmic Embrace,Song,Synthwave,2030
PerformerOf,contributor,3739,Wei Long,Wei Long,Person,3734,Cosmic Embrace,Song,Synthwave,2030
ComposerOf,contributor,16919,Spirit & Rhythm,Spirit & Rhythm,MusicalGroup,3773,Kindred OdysseyFragile Lola,Song,Synthwave,2030
PerformerOf,contributor,3774,Jun Yin,Jun Yin,Person,3773,Kindred OdysseyFragile Lola,Song,Synthwave,2030
PerformerOf,contributor,3775,Yang Cui,Yang Cui,Person,3773,Kindred OdysseyFragile Lola,Song,Synthwave,2030
ProducerOf,contributor,3775,Yang Cui,Yang Cui,Person,3773,Kindred OdysseyFragile Lola,Song,Synthwave,2030
ComposerOf,contributor,4036,Jun Hu,Jun Hu,Person,4034,Heartbeat of a Small Town,Song,Desert Rock,2030
LyricistOf,contributor,3686,Xia Chen,Xia Chen,Person,4034,Heartbeat of a Small Town,Song,Desert Rock,2030
PerformerOf,contributor,4035,Fang Ren,Aria Snow,Person,4034,Heartbeat of a Small Town,Song,Desert Rock,2030
PerformerOf,contributor,4037,Juan Peng,Juan Peng,Person,4034,Heartbeat of a Small Town,Song,Desert Rock,2030
PerformerOf,contributor,3686,Xia Chen,Xia Chen,Person,4034,Heartbeat of a Small Town,Song,Desert Rock,2030
ComposerOf,contributor,4304,Jun Liu,Jun Liu,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
LyricistOf,contributor,4301,Na Feng,Na Feng,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
PerformerOf,contributor,4302,Guiying Tao,Guiying Tao,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
PerformerOf,contributor,4304,Jun Liu,Jun Liu,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
PerformerOf,contributor,4303,Xiuying Cai,Xiuying Cai,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
ProducerOf,contributor,4305,Juan Xiao,Juan Xiao,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
ProducerOf,contributor,4300,Pamela Johnson,Pamela Johnson,Person,4299,Último intento (Last attempt),Song,Desert Rock,2030
ComposerOf,contributor,16912,Ivory Pulse,Ivory Pulse,MusicalGroup,4576,Life's Remedy,Album,Dream Pop,2030
LyricistOf,contributor,4579,Kathryn Ward,Kathryn Ward,Person,4576,Life's Remedy,Album,Dream Pop,2030
PerformerOf,contributor,4580,Heidi Allen,Heidi Allen,Person,4576,Life's Remedy,Album,Dream Pop,2030
PerformerOf,contributor,16912,Ivory Pulse,Ivory Pulse,MusicalGroup,4576,Life's Remedy,Album,Dream Pop,2030
PerformerOf,contributor,4577,Julie Reynolds,Quantum Drift,Person,4576,Life's Remedy,Album,Dream Pop,2030
ProducerOf,contributor,4578,Arhaan Batta,Arhaan,Person,4576,Life's Remedy,Album,Dream Pop,2030
LyricistOf,contributor,16828,Voltage Veil,Voltage Veil,MusicalGroup,4935,Vintage Voices,Song,Synthwave,2030
PerformerOf,contributor,4092,Brian Hughes,Brian Hughes,Person,4935,Vintage Voices,Song,Synthwave,2030
PerformerOf,contributor,4500,Emily Raymond,Emily Raymond,Person,4935,Vintage Voices,Song,Synthwave,2030
PerformerOf,contributor,4936,Megan Gilmore,Megan Gilmore,Person,4935,Vintage Voices,Song,Synthwave,2030
ComposerOf,contributor,5677,Kenneth Randolph,Kenneth Randolph,Person,5673,Slow Processor,Song,Indie Folk,2030
LyricistOf,contributor,5675,Janice Schultz,Janice Schultz,Person,5673,Slow Processor,Song,Indie Folk,2030
PerformerOf,contributor,5674,Laura Stanton,Laura Stanton,Person,5673,Slow Processor,Song,Indie Folk,2030
ProducerOf,contributor,5676,Xia Liang,Xia Liang,Person,5673,Slow Processor,Song,Indie Folk,2030
ComposerOf,contributor,7262,Xia Lin,Knight IX,Person,7261,Candlelight Sonata,Song,Alternative Rock,2030
LyricistOf,contributor,7262,Xia Lin,Knight IX,Person,7261,Candlelight Sonata,Song,Alternative Rock,2030
PerformerOf,contributor,7262,Xia Lin,Knight IX,Person,7261,Candlelight Sonata,Song,Alternative Rock,2030
ComposerOf,contributor,7382,Luciano Calzada Arcos,Luciano Calzada Arcos,Person,7381,The Unwritten Map,Song,Americana,2030
PerformerOf,contributor,7385,Gina Miller,Gina Miller,Person,7381,The Unwritten Map,Song,Americana,2030
PerformerOf,contributor,7383,Jivika Keer,Jivika Keer,Person,7381,The Unwritten Map,Song,Americana,2030
PerformerOf,contributor,7384,Rafael Hoz Pizarro,Rafael Hoz Pizarro,Person,7381,The Unwritten Map,Song,Americana,2030
ProducerOf,contributor,7384,Rafael Hoz Pizarro,Rafael Hoz Pizarro,Person,7381,The Unwritten Map,Song,Americana,2030
