influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year
LyricalReferenceTo,1310,Alleys and Ambition,Alleys and Ambition,Album,Jazz Surf Rock,2029,14893,Twilight's Threshold,Twilight's Threshold,Song,Synthwave,2007
LyricalReferenceTo,3438,Justice Rides Alone,Justice Rides Alone,Song,Synthwave,2029,7116,Suffering's Embrace,Suffering's Embrace,Song,Doom Metal,2007
LyricalReferenceTo,8553,Cội Nguồn Bất Diệt (Immortal Roots),Cội Nguồn Bất Diệt (Immortal Roots),Song,Indie Folk,2029,7116,Suffering's Embrace,Suffering's Embrace,Song,Doom Metal,2007
LyricalReferenceTo,9759,Radiant Spirit,Radiant Spirit,Song,Synthwave,2029,7116,Suffering's Embrace,Suffering's Embrace,Song,Doom Metal,2007
CoverOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,10593,Silent Rustling of Klokočí Leaves,Silent Rustling of Klokočí Leaves,Album,Indie Rock,2008
InStyleOf,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,1018,Wrinkled Rebellion,Wrinkled Rebellion,Song,Alternative Rock,2008
InStyleOf,14326,Frost's Whisper,Frost's Whisper,Song,Synthwave,2029,13574,Can You Spell Out Your Desire?,Can You Spell Out Your Desire?,Song,Synthwave,2008
InterpolatesFrom,16522,Puncture Point,Puncture Point,Song,Doom Metal,2029,13574,Can You Spell Out Your Desire?,Can You Spell Out Your Desire?,Song,Synthwave,2008
InterpolatesFrom,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,9884,Golden Hour Reverie,Golden Hour Reverie,Song,Psychedelic Rock,2009
InterpolatesFrom,16078,Strings of Salvador,Strings of Salvador,Song,Psychedelic Rock,2029,9884,Golden Hour Reverie,Golden Hour Reverie,Song,Psychedelic Rock,2009
LyricalReferenceTo,11936,Tender Destruction,Tender Destruction,Song,Emo/Pop Punk,2029,4411,Sunrise Reset: Journey to Tomorrow,Sunrise Reset: Journey to Tomorrow,Album,Southern Gothic Rock,2009
CoverOf,2889,Silent Secrets,Silent Secrets,Album,Desert Rock,2029,13681,Stitching Sacrifice,Stitching Sacrifice,Song,Indie Folk,2010
CoverOf,2889,Silent Secrets,Silent Secrets,Album,Desert Rock,2029,8931,Bare Necessities,Bare Necessities,Song,Indie Folk,2010
CoverOf,4051,Whispers of Katharina,Whispers of Katharina,Album,Dream Pop,2029,15703,Phantom Reflections,Phantom Reflections,Album,Indie Folk,2010
CoverOf,6231,Echoes from Zion's Walls,Echoes from Zion's Walls,Album,Lo-Fi Electronica,2029,2848,Twilight Tapas,Twilight Tapas,Song,Lo-Fi Electronica,2010
CoverOf,6569,Whispers of the Lô,Whispers of the Lô,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
CoverOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,438,Parisian Shadows on the Hill,Parisian Shadows on the Hill,Song,Dream Pop,2010
CoverOf,11200,Nautical Whispers,Nautical Whispers,Song,Dream Pop,2029,438,Parisian Shadows on the Hill,Parisian Shadows on the Hill,Song,Dream Pop,2010
CoverOf,12034,Shadowy Exodus: A Raven's Urban Escape,Shadowy Exodus: A Raven's Urban Escape,Song,Indie Folk,2029,13681,Stitching Sacrifice,Stitching Sacrifice,Song,Indie Folk,2010
CoverOf,13396,Waiting by the Phone,Waiting by the Phone,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
CoverOf,14326,Frost's Whisper,Frost's Whisper,Song,Synthwave,2029,13681,Stitching Sacrifice,Stitching Sacrifice,Song,Indie Folk,2010
CoverOf,14666,Close Enough to Touch,Close Enough to Touch,Album,Oceanus Folk,2029,8233,Roots and Winds of Departure,Roots and Winds of Departure,Song,Oceanus Folk,2010
DirectlySamples,10376,Choreography of Chaos,Choreography of Chaos,Song,Dream Pop,2029,14965,Honeymoon Whispers,Honeymoon Whispers,Song,Doom Metal,2010
InStyleOf,258,When Happiness Breaks Through,When Happiness Breaks Through,Song,Dream Pop,2029,6773,Petals and Promises,Petals and Promises,Album,Indie Pop,2010
InStyleOf,1313,Radiance of the Heart,Radiance of the Heart,Song,Synthwave,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,1823,Rebel Without a Pause,Rebel Without a Pause,Album,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,2889,Silent Secrets,Silent Secrets,Album,Desert Rock,2029,5687,"Mead, Mediterranean, and Mayhem","Mead, Mediterranean, and Mayhem",Song,Indie Folk,2010
InStyleOf,3302,Urugum Ninaivugal (Melting Memories),Urugum Ninaivugal (Melting Memories),Album,Avant-Garde Folk,2029,1757,Whispers from Alexander's Chambers,Whispers from Alexander's Chambers,Song,Avant-Garde Folk,2010
InStyleOf,4368,Vacancy of Memories,Vacancy of Memories,Song,Lo-Fi Electronica,2029,2848,Twilight Tapas,Twilight Tapas,Song,Lo-Fi Electronica,2010
InStyleOf,4795,Groove Unfolding,Groove Unfolding,Song,Dream Pop,2029,13681,Stitching Sacrifice,Stitching Sacrifice,Song,Indie Folk,2010
InStyleOf,6337,Dressed to the Nines,Dressed to the Nines,Song,Indie Rock,2029,876,Bold Without Apology,Bold Without Apology,Song,Indie Rock,2010
InStyleOf,6337,Dressed to the Nines,Dressed to the Nines,Song,Indie Rock,2029,13484,Ballot Box Rodent,Ballot Box Rodent,Album,Indie Rock,2010
InStyleOf,6765,Whispers of New Bloom,Whispers of New Bloom,Song,Alternative Rock,2029,1689,The Three Impossible Questions,The Three Impossible Questions,Album,Synthwave,2010
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,16719,The Conductor's Last Whisper,The Conductor's Last Whisper,Album,Psychedelic Rock,2010
InStyleOf,9655,Echoes Within,Echoes Within,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,9693,Unturning,Unturning,Song,Indie Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,438,Parisian Shadows on the Hill,Parisian Shadows on the Hill,Song,Dream Pop,2010
InStyleOf,11029,Tiny Heartbeat Symphony,Tiny Heartbeat Symphony,Song,Synthwave,2029,8888,Bonds of Ducats,Bonds of Ducats,Song,Indie Rock,2010
InStyleOf,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,438,Parisian Shadows on the Hill,Parisian Shadows on the Hill,Song,Dream Pop,2010
InStyleOf,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,12512,Unspoken Rhythm,Unspoken Rhythm,Song,Indie Rock,2029,11839,Pilgrims of Hope,Pilgrims of Hope,Song,Indie Folk,2010
InStyleOf,15323,Roots of Belonging,Roots of Belonging,Song,Indie Folk,2029,15703,Phantom Reflections,Phantom Reflections,Album,Indie Folk,2010
InStyleOf,16624,Unbreakable Crown,Unbreakable Crown,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,17233,Sunset Harmony,Sunset Harmony,Song,Oceanus Folk,2029,4425,The Sweetest Citrus,The Sweetest Citrus,Song,Indie Folk,2010
InterpolatesFrom,2887,Sonata for a Frozen Night,Sonata for a Frozen Night,Song,Synthwave,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InterpolatesFrom,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,8630,Echoes of the Hearth,Echoes of the Hearth,Song,Indie Folk,2010
InterpolatesFrom,15323,Roots of Belonging,Roots of Belonging,Song,Indie Folk,2029,2942,Khwabon Ki Malika,Khwabon Ki Malika,Song,Southern Gothic Rock,2010
InterpolatesFrom,16356,Echoes of Chromatic Shadows,Echoes of Chromatic Shadows,Song,Dream Pop,2029,8888,Bonds of Ducats,Bonds of Ducats,Song,Indie Rock,2010
InterpolatesFrom,16522,Puncture Point,Puncture Point,Song,Doom Metal,2029,1884,Nowhere's Child,Nowhere's Child,Album,Doom Metal,2010
InterpolatesFrom,16530,Ghosting Memories,Ghosting Memories,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
LyricalReferenceTo,4112,One More Word,One More Word,Album,Symphonic Metal,2029,14965,Honeymoon Whispers,Honeymoon Whispers,Song,Doom Metal,2010
LyricalReferenceTo,7140,Waves of Longing,Waves of Longing,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
LyricalReferenceTo,9489,Echoes of the Grande Armée,Echoes of the Grande Armée,Song,Indie Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
LyricalReferenceTo,9628,Needle's Nostalgic Dance,Needle's Nostalgic Dance,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
LyricalReferenceTo,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,10704,Prayers in Twilight,Prayers in Twilight,Song,Indie Rock,2010
LyricalReferenceTo,13047,Kingdom Within,Kingdom Within,Song,Desert Rock,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
CoverOf,4368,Vacancy of Memories,Vacancy of Memories,Song,Lo-Fi Electronica,2029,14045,Seine's Midnight Bloom,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011
CoverOf,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,8211,Rewind and Return,Rewind and Return,Song,Lo-Fi Electronica,2011
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,10361,Unbroken Chains,Unbroken Chains,Song,Post-Apocalyptic Folk,2011
InterpolatesFrom,6337,Dressed to the Nines,Dressed to the Nines,Song,Indie Rock,2029,6616,Wisdom's Whispers in Twilight,Wisdom's Whispers in Twilight,Song,Indie Rock,2011
CoverOf,590,Clockwork Memories,Clockwork Memories,Song,Dream Pop,2029,7534,Whispers of the Tribal King,Whispers of the Tribal King,Song,Darkwave,2012
CoverOf,12578,Timeless Heart's Serenade,Timeless Heart's Serenade,Album,Symphonic Metal,2029,7534,Whispers of the Tribal King,Whispers of the Tribal King,Song,Darkwave,2012
DirectlySamples,14897,Half-Light Harmony,Half-Light Harmony,Song,Jazz Surf Rock,2029,11491,Crimson Betrayal,Crimson Betrayal,Song,Psychedelic Rock,2012
InStyleOf,210,Luminous Path,Luminous Path,Song,Darkwave,2029,7534,Whispers of the Tribal King,Whispers of the Tribal King,Song,Darkwave,2012
InStyleOf,216,Spurs and Wedding Rings,Spurs and Wedding Rings,Song,Alternative Rock,2029,11179,Backup's Lament,Backup's Lament,Album,Southern Gothic Rock,2012
InStyleOf,3302,Urugum Ninaivugal (Melting Memories),Urugum Ninaivugal (Melting Memories),Album,Avant-Garde Folk,2029,6100,Perseus' Promise,Perseus' Promise,Album,Southern Gothic Rock,2012
InStyleOf,4368,Vacancy of Memories,Vacancy of Memories,Song,Lo-Fi Electronica,2029,5214,Grammatical Gymnastics,Grammatical Gymnastics,Song,Lo-Fi Electronica,2012
InterpolatesFrom,1515,Regal Harmonies of the Palace,Regal Harmonies of the Palace,Song,Doom Metal,2029,3633,Hands Off My Privacy,Hands Off My Privacy,Album,Doom Metal,2012
InterpolatesFrom,9054,Moonlit Willow's Gentle Sway,Moonlit Willow's Gentle Sway,Song,Alternative Rock,2029,8407,Unraveling Alibis,Unraveling Alibis,Song,Indie Pop,2012
InterpolatesFrom,15632,It'll Pass,It'll Pass,Song,Dream Pop,2029,632,Brewing Heritage,Brewing Heritage,Song,Alternative Rock,2012
LyricalReferenceTo,1256,Soft Edge of Defiance,Soft Edge of Defiance,Song,Dream Pop,2029,16478,Nine Nights of Wisdom,Nine Nights of Wisdom,Album,Psychedelic Rock,2012
LyricalReferenceTo,6778,Wheel of Fortune,Wheel of Fortune,Song,Indie Rock,2029,632,Brewing Heritage,Brewing Heritage,Song,Alternative Rock,2012
CoverOf,4795,Groove Unfolding,Groove Unfolding,Song,Dream Pop,2029,14755,Divine Temptation,Divine Temptation,Song,Americana,2013
CoverOf,10538,Whispers of Your Name,Whispers of Your Name,Song,Synthwave,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
CoverOf,11801,Commission Junction,Commission Junction,Song,Synthwave,2029,9657,Sanctuary of Emotions,Sanctuary of Emotions,Album,Indie Folk,2013
CoverOf,15057,Nordiske stemninger,Nordiske stemninger,Song,Indie Folk,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
CoverOf,16564,Couch Kingdom,Couch Kingdom,Song,Dream Pop,2029,1162,Battlefield Mascara,Battlefield Mascara,Song,Indie Folk,2013
DirectlySamples,8182,The Faceless Legion,The Faceless Legion,Song,Dream Pop,2029,12678,The Last Horizon,The Last Horizon,Song,Synthwave,2013
DirectlySamples,8448,The Deputy's Revenge,The Deputy's Revenge,Song,Jazz Surf Rock,2029,4459,Neon Bootstraps,Neon Bootstraps,Song,Synthwave,2013
DirectlySamples,9493,Heroes of Honor,Heroes of Honor,Song,Oceanus Folk,2029,15325,Birthright Anthem,Birthright Anthem,Album,Indie Folk,2013
DirectlySamples,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013
DirectlySamples,16624,Unbreakable Crown,Unbreakable Crown,Song,Desert Rock,2029,5425,Memories of the Nordic Maiden,Memories of the Nordic Maiden,Song,Doom Metal,2013
DirectlySamples,16624,Unbreakable Crown,Unbreakable Crown,Song,Desert Rock,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
InStyleOf,1310,Alleys and Ambition,Alleys and Ambition,Album,Jazz Surf Rock,2029,9143,Moment's Courage,Moment's Courage,Song,Indie Folk,2013
InStyleOf,5159,Rhythms of the Rolling Journey,Rhythms of the Rolling Journey,Song,Desert Rock,2029,15325,Birthright Anthem,Birthright Anthem,Album,Indie Folk,2013
InStyleOf,7123,Torment's Lament,Torment's Lament,Album,Indie Rock,2029,4856,Saint Peter's Silent Whispers,Saint Peter's Silent Whispers,Song,Synthwave,2013
InStyleOf,7209,Beloved Silhouette in Twilight,Beloved Silhouette in Twilight,Song,Symphonic Metal,2029,5425,Memories of the Nordic Maiden,Memories of the Nordic Maiden,Song,Doom Metal,2013
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,9899,Nautical Invitation,Nautical Invitation,Album,Desert Rock,2013
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,14291,Judicial Dreams of a Rotund Reformer,Judicial Dreams of a Rotund Reformer,Song,Americana,2013
InStyleOf,8553,Cội Nguồn Bất Diệt (Immortal Roots),Cội Nguồn Bất Diệt (Immortal Roots),Song,Indie Folk,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
InStyleOf,10197,Harmonies de la Route,Harmonies de la Route,Song,Doom Metal,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
InStyleOf,11509,"Mirror, Mirror","Mirror, Mirror",Song,Post-Apocalyptic Folk,2029,14322,Telegrams from Tomorrow,Telegrams from Tomorrow,Song,Post-Apocalyptic Folk,2013
InStyleOf,12410,The Unfolding Identity,The Unfolding Identity,Song,Doom Metal,2029,9657,Sanctuary of Emotions,Sanctuary of Emotions,Album,Indie Folk,2013
InStyleOf,14702,Molecular Membrane,Molecular Membrane,Song,Dream Pop,2029,192,Bright Horizon,Bright Horizon,Song,Americana,2013
InStyleOf,15160,Echoes of Nasso,Echoes of Nasso,Song,Indie Folk,2029,10673,Gravel Road Home,Gravel Road Home,Song,Doom Metal,2013
InterpolatesFrom,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013
InterpolatesFrom,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,3512,Andalusian Rhythm,Andalusian Rhythm,Song,Indie Pop,2013
InterpolatesFrom,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,15971,Celestial Descent,Celestial Descent,Song,Indie Rock,2013
InterpolatesFrom,10538,Whispers of Your Name,Whispers of Your Name,Song,Synthwave,2029,5777,Standing Watch at Dawn's Edge,Standing Watch at Dawn's Edge,Song,Indie Folk,2013
InterpolatesFrom,11029,Tiny Heartbeat Symphony,Tiny Heartbeat Symphony,Song,Synthwave,2029,6896,Awakening Grace,Awakening Grace,Song,Doom Metal,2013
LyricalReferenceTo,3438,Justice Rides Alone,Justice Rides Alone,Song,Synthwave,2029,5777,Standing Watch at Dawn's Edge,Standing Watch at Dawn's Edge,Song,Indie Folk,2013
LyricalReferenceTo,7195,Echoes of Empty Rooms,Echoes of Empty Rooms,Song,Indie Folk,2029,14781,Unspoken Connection,Unspoken Connection,Album,Doom Metal,2013
LyricalReferenceTo,8122,Cordless Connections,Cordless Connections,Song,Dream Pop,2029,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013
LyricalReferenceTo,8877,Falling (In Love) with the Season,Falling (In Love) with the Season,Song,Indie Folk,2029,10596,Roots Between Worlds,Roots Between Worlds,Song,Indie Folk,2013
LyricalReferenceTo,9628,Needle's Nostalgic Dance,Needle's Nostalgic Dance,Song,Desert Rock,2029,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013
LyricalReferenceTo,11499,Scarred Intentions,Scarred Intentions,Song,Dream Pop,2029,14291,Judicial Dreams of a Rotund Reformer,Judicial Dreams of a Rotund Reformer,Song,Americana,2013
LyricalReferenceTo,11801,Commission Junction,Commission Junction,Song,Synthwave,2029,14024,Currents of Forgotten Valleys,Currents of Forgotten Valleys,Song,Americana,2013
LyricalReferenceTo,12358,Fractured Futures,Fractured Futures,Song,Symphonic Metal,2029,298,Roots and Horizons,Roots and Horizons,Song,Indie Folk,2013
LyricalReferenceTo,13202,Blizzard's Ballroom,Blizzard's Ballroom,Song,Synthwave,2029,8366,Rational Suicide's Lament,Rational Suicide's Lament,Song,Dream Pop,2013
InStyleOf,4368,Vacancy of Memories,Vacancy of Memories,Song,Lo-Fi Electronica,2029,11859,Caught in the Cricket Crease,Caught in the Cricket Crease,Album,Lo-Fi Electronica,2014
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,7897,Cloudscape of Resistance,Cloudscape of Resistance,Song,Post-Apocalyptic Folk,2014
InterpolatesFrom,2555,The Lute's Whispers of Rebellion,The Lute's Whispers of Rebellion,Song,Dream Pop,2029,4653,Healing in Hindsight,Healing in Hindsight,Song,Synthwave,2014
InterpolatesFrom,9411,Nordic Echoes of Liberty,Nordic Echoes of Liberty,Song,Indie Pop,2029,15838,Groove Global,Groove Global,Song,Avant-Garde Folk,2014
LyricalReferenceTo,1402,Eternal Comfort's Sigh,Eternal Comfort's Sigh,Album,Indie Folk,2029,6551,Reglas Rotas (Broken Rules),Reglas Rotas (Broken Rules),Song,Indie Folk,2014
LyricalReferenceTo,1830,Trouble's Favorite Son,Trouble's Favorite Son,Song,Post-Apocalyptic Folk,2029,7897,Cloudscape of Resistance,Cloudscape of Resistance,Song,Post-Apocalyptic Folk,2014
CoverOf,6940,Sacred Triad,Sacred Triad,Song,Darkwave,2029,1611,Philosophical Brew,Philosophical Brew,Song,Indie Rock,2015
CoverOf,15632,It'll Pass,It'll Pass,Song,Dream Pop,2029,2768,The Unfinished Lullaby,The Unfinished Lullaby,Song,Alternative Rock,2015
DirectlySamples,8445,Currents of Ancient Mariners,Currents of Ancient Mariners,Song,Southern Gothic Rock,2029,5913,Love's Ghosting,Love's Ghosting,Album,Blues Rock,2015
DirectlySamples,10392,Dreams Between the Lines,Dreams Between the Lines,Album,Psychedelic Rock,2029,13564,Genuflection of Love,Genuflection of Love,Song,Psychedelic Rock,2015
InStyleOf,5055,Ephemeral Chorus,Ephemeral Chorus,Song,Indie Rock,2029,1611,Philosophical Brew,Philosophical Brew,Song,Indie Rock,2015
InStyleOf,13142,The Ballad of Johnny's Journey,The Ballad of Johnny's Journey,Album,Americana,2029,11495,Whispers of a Blade,Whispers of a Blade,Song,Americana,2015
InterpolatesFrom,6778,Wheel of Fortune,Wheel of Fortune,Song,Indie Rock,2029,2768,The Unfinished Lullaby,The Unfinished Lullaby,Song,Alternative Rock,2015
LyricalReferenceTo,13623,Echoes of Ancestral Ground,Echoes of Ancestral Ground,Song,Dream Pop,2029,16584,Byte by Byte,Byte by Byte,Song,Jazz Surf Rock,2015
LyricalReferenceTo,14615,Resistance of the Heart,Resistance of the Heart,Song,Space Rock,2029,1611,Philosophical Brew,Philosophical Brew,Song,Indie Rock,2015
DirectlySamples,4920,Comedic Conflict,Comedic Conflict,Song,Darkwave,2029,13632,The Dripping Diaries of Gerd,The Dripping Diaries of Gerd,Song,Darkwave,2016
InStyleOf,1715,Guardian of the Mountain Winds,Guardian of the Mountain Winds,Song,Dream Pop,2029,10281,Timelines Converge,Timelines Converge,Song,Synthwave,2016
InStyleOf,2260,Inherited Arguments,Inherited Arguments,Song,Symphonic Metal,2029,3730,First Breath of Desire,First Breath of Desire,Song,Oceanus Folk,2016
InterpolatesFrom,2130,Positive Pulse,Positive Pulse,Song,Dream Pop,2029,7830,Flickering Legends,Flickering Legends,Song,Space Rock,2016
InterpolatesFrom,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,7012,Keyboard's Ethereal Dance,Keyboard's Ethereal Dance,Album,Southern Gothic Rock,2016
LyricalReferenceTo,8703,Gallery of Echoes,Gallery of Echoes,Song,Jazz Surf Rock,2029,5238,Shadows of Forgotten Myths,Shadows of Forgotten Myths,Song,Jazz Surf Rock,2016
LyricalReferenceTo,8999,Licensing Rights,Licensing Rights,Song,Indie Pop,2029,11365,Swallow Your Pride,Swallow Your Pride,Song,Southern Gothic Rock,2016
LyricalReferenceTo,14683,Sunlight on Ivory and Bow,Sunlight on Ivory and Bow,Album,Dream Pop,2029,11831,Fragments of a Poet's Breath,Fragments of a Poet's Breath,Album,Oceanus Folk,2016
CoverOf,1823,Rebel Without a Pause,Rebel Without a Pause,Album,Oceanus Folk,2029,6417,Whispers from a Distant Refrain,Whispers from a Distant Refrain,Album,Oceanus Folk,2017
CoverOf,2889,Silent Secrets,Silent Secrets,Album,Desert Rock,2029,14281,Automated Internal Navigation,Automated Internal Navigation,Song,Synthwave,2017
CoverOf,3205,Whispers of the Moonlit Ensemble,Whispers of the Moonlit Ensemble,Album,Psychedelic Rock,2029,12515,Melodic Gasp,Melodic Gasp,Album,Psychedelic Rock,2017
CoverOf,3750,Cotton and Nostalgia,Cotton and Nostalgia,Song,Space Rock,2029,9191,Trails Beyond Horizons,Trails Beyond Horizons,Album,Indie Folk,2017
CoverOf,4261,Keyboard Nocturne,Keyboard Nocturne,Song,Dream Pop,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
CoverOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017
CoverOf,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,6864,Echoes from the Elfin Veil,Echoes from the Elfin Veil,Song,Avant-Garde Folk,2017
CoverOf,7893,Horizons of Unbound Terrain,Horizons of Unbound Terrain,Song,Symphonic Metal,2029,11110,The Terrain of Unspoken Dreams,The Terrain of Unspoken Dreams,Song,Indie Folk,2017
CoverOf,8409,Circuit Forger,Circuit Forger,Song,Jazz Surf Rock,2029,3616,Fever's Whisper,Fever's Whisper,Song,Indie Folk,2017
CoverOf,9493,Heroes of Honor,Heroes of Honor,Song,Oceanus Folk,2029,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017
CoverOf,9759,Radiant Spirit,Radiant Spirit,Song,Synthwave,2029,13381,Stage King's Anthem,Stage King's Anthem,Song,Doom Metal,2017
CoverOf,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,Indie Folk,2017
CoverOf,10197,Harmonies de la Route,Harmonies de la Route,Song,Doom Metal,2029,14118,Whispers Between Snowflakes,Whispers Between Snowflakes,Song,Indie Folk,2017
CoverOf,11200,Nautical Whispers,Nautical Whispers,Song,Dream Pop,2029,912,Footsteps of Men,Footsteps of Men,Song,Indie Folk,2017
CoverOf,11509,"Mirror, Mirror","Mirror, Mirror",Song,Post-Apocalyptic Folk,2029,8516,Dòng Máu Quê Hương (Blood of My Homeland),Dòng Máu Quê Hương (Blood of My Homeland),Song,Psychedelic Rock,2017
CoverOf,13047,Kingdom Within,Kingdom Within,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017
CoverOf,14088,Sealskin Secrets,Sealskin Secrets,Song,Desert Rock,2029,14514,Orchestral Prelude,Orchestral Prelude,Song,Indie Folk,2017
CoverOf,15323,Roots of Belonging,Roots of Belonging,Song,Indie Folk,2029,4167,The Interest Rises,The Interest Rises,Album,Southern Gothic Rock,2017
CoverOf,16343,Immortal Refrains,Immortal Refrains,Song,Post-Apocalyptic Folk,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
DirectlySamples,7209,Beloved Silhouette in Twilight,Beloved Silhouette in Twilight,Song,Symphonic Metal,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
DirectlySamples,9489,Echoes of the Grande Armée,Echoes of the Grande Armée,Song,Indie Folk,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017
DirectlySamples,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017
DirectlySamples,9992,Shadows in Suspended Animation,Shadows in Suspended Animation,Song,Dream Pop,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
DirectlySamples,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017
InStyleOf,1313,Radiance of the Heart,Radiance of the Heart,Song,Synthwave,2029,6417,Whispers from a Distant Refrain,Whispers from a Distant Refrain,Album,Oceanus Folk,2017
InStyleOf,1823,Rebel Without a Pause,Rebel Without a Pause,Album,Oceanus Folk,2029,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017
InStyleOf,2130,Positive Pulse,Positive Pulse,Song,Dream Pop,2029,10657,Antlers of Moonlight,Antlers of Moonlight,Song,Dream Pop,2017
InStyleOf,2889,Silent Secrets,Silent Secrets,Album,Desert Rock,2029,7074,Fractured Expressions,Fractured Expressions,Song,Indie Folk,2017
InStyleOf,3750,Cotton and Nostalgia,Cotton and Nostalgia,Song,Space Rock,2029,9883,Akışın Sesi (The Voice of Flow),Akışın Sesi (The Voice of Flow),Song,Doom Metal,2017
