Direction,Influence_Type,OF_Song,OF_Song_Year,OF_Artist,Other_Song,Other_Genre,Other_Year,Other_Artist
OF Influenced Others,InStyleOf,Bones in the Brig,1994,The Tide Singer's Knot,Speed Demon’s Hymn,Speed Metal,2034,Turbo Kill
OF Influenced Others,CoverOf,Venom's Whisper,2004,"Guglielmo Canetta, Joker's Smile, Nicola Bernetti, Serena Lettiere, Vincentio Gentili",Letters in the Attic,Emo/Pop Punk,2033,Rainfall Fiction
OF Influenced Others,DirectlySamples,Deepsea Fireflies,2025,Ivy Echos,Embers & Echoes,Post-Apocalyptic Folk,2031,The Hollow Monarchs
OF Influenced Others,InStyleOf,Cresting Waves,2030,Mariner's Refrain,When the Tide Calls My Name,Oceanus Folk,2037,Selkie's Hollow
OF Influenced Others,InStyleOf,Venom's Whisper,2004,"Guglielmo Canetta, Joker's Smile, Nicola Bernetti, Serena Lettiere, Vincentio Gentili",The Final Broadcast,Indie Rock,2034,Julia Carter
OF Influenced Others,InStyleOf,Geologic Pulse,2026,"Gang Fu, Li Long, Ping Zeng, Xiulan Xu",City Lights & Cigarette Dreams,Synthpop,2031,Claire Holmes
OF Influenced Others,InStyleOf,Eternal Connection,2010,"Chao Tan, Christine Turner, Li Dai, Nicholas Porter, Victoria Higgins, Wei Qian, Xiuying Jia",Whispers on the Jetty Wind,Oceanus Folk,2031,Beatrice Albright
OF Influenced Others,CoverOf,Aviator's First Dance,2023,Min Song,Seven Fathoms Deep,Oceanus Folk,2031,Beatrice Albright
OF Influenced Others,InterpolatesFrom,Aerial Conquistadors,2026,"Guiying Liao, Jie Cui, Min Jin, Ping Sun, Yan Zou",The Cartographer's Curse,Oceanus Folk,2035,Copper Canyon Ghosts
Others Influenced OF,InterpolatesFrom,Breaking These Chains,2017,"Carlos Duffy, Min Qin, Xiuying Xie",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,"Let Me Go, Let Me Rise",2027,Xiuying Liang,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,"Let Me Go, Let Me Rise",2027,Xiuying Liang,Voices of the Frontier,Synthwave,2013,"Bryan Smith, Electric Twist, Gregory Williams, Sean King, Wei Dai"
Others Influenced OF,CoverOf,Mirage of Memories,2023,"Brandy Reyes, Laura Gibbs, Mary Medina, Raymond Mccoy, Rhonda Brown",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,CoverOf,Perfection's Reflection,2023,"Juan Yu, Lei Jin, Loro, Qiang Song, Yong Shen",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Rebel Without a Pause,2029,"Donna Ryan, Li Deng, Ping Feng",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Whispers of a Forgotten Melody,2013,"Lei Tao, Na Peng, Nadia van Dooren-de Jode Vastraedsd",The Last Horizon,Synthwave,2013,"Denise Johnson, Donna Malone, Min Yu, Qiang Tan, Yan Liu, Yang Xu"
Others Influenced OF,InStyleOf,Whispers of a Forgotten Melody,2013,"Lei Tao, Na Peng, Nadia van Dooren-de Jode Vastraedsd",Echoes in My Mind,Synthwave,2013,"Na Lai, Na Wen, Xiulan Liang"
Others Influenced OF,InStyleOf,Whispers of a Forgotten Melody,2013,"Lei Tao, Na Peng, Nadia van Dooren-de Jode Vastraedsd",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Brake Lights and Broken Hearts,2026,"Lisa Martin, Monica Nelson, Richard Frazier, Sonia Weeks",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Rhythm Revolution,2022,"Chao Zeng, Gang Jiang, Jing Zhong, Xia Xiang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Destiny's Call,2017,"Chao Wu, Donna Caldwell, Sandra Smith, Xia Jia, Xiulan Ye",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Visions Beyond the Horizon,2020,"Christopher Smith, Timothy Hansen",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Visions Beyond the Horizon,2020,"Christopher Smith, Timothy Hansen",Sing Song Swing,Indie Folk,2007,"Chao Zeng, Xiulan Liu, Yang Pan"
Others Influenced OF,CoverOf,Desert Migrations,2024,"David Morgan, Gang Lai, Mary Parsons, Xiulan Lu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Courage in Quiet Moments,2023,"Laetitia Petitjean, Madeleine Pineau, Susan Da Silva",Bonds of Ducats,Indie Rock,2010,"Hans Josef Haering, Katrin Steckel, Roswita Hande"
Others Influenced OF,InStyleOf,First Breath of Desire,2016,"Ming Wan, Qiang He, Qiang Lai",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Echoes of Solitude,2020,"Yan Tao, Yong Tan",Distant Melodies,Synthpop,2013,"Guiying Fu, Juan Li, Melinda Austin"
Others Influenced OF,DirectlySamples,Echoes of Solitude,2020,"Yan Tao, Yong Tan",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Eternal Light Descends,2023,"Juan Qiao, Jun Jin, Na Ma, Qiang Song, Xiulan Ren",Mercy's Endless Tide,Doom Metal,2004,"Guiying Cai, Qiang Yuan, Xiuying Han"
Others Influenced OF,LyricalReferenceTo,Eternal Light Descends,2023,"Juan Qiao, Jun Jin, Na Ma, Qiang Song, Xiulan Ren",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Infinite Incarnation,2024,"Chao Lu, Guiying Yang, Ping Chang",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,InterpolatesFrom,Echoes of Bananal's Green,2026,"Ida Vigliotti, Margherita Giammusso, Pina Garrone",Sunlight Whispers,Indie Folk,2017,"Christine Ward, Heather Wood, Jacqueline Dickson, Joshua Orozco, Jun Guo, Laura Jefferson, Lisa Hofmann, Sonora Flux"
Others Influenced OF,InterpolatesFrom,Laughter's Sharp EdgeQuesto Momento Fragile (This Fragile Moment),2028,"Kinship Harmony, Ping Wu, Yang Mo",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Golden Hour's Farewell,2020,Michael Snyder,Whispers of Finality,Doom Metal,1997,"Brett Brown, Brittany Meyers, Corey Moody, Kristina Willis, Lisa Evans, Min Fu, Peter Huff, Susan Richardson, Thomas Kelly"
Others Influenced OF,InStyleOf,Golden Hour's Farewell,2020,Michael Snyder,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Reggae Spirit Rising,2013,"Juan Gong, Jun Yu, Yang Zhong",If Only For A Moment,Synthwave,2010,Ping Cai
Others Influenced OF,CoverOf,Six Feet From You,2017,Raymond Martin,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Whispers of an Unbound Horizon,2017,Lei Zeng,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Wayward Journey,2022,"Jing Xiang, Min Huang, Tao Zou, Xiulan Hu, Yang Shao",Dust and Determination,Indie Folk,2016,"Antonia Farinelli, Elena Germano, Sole Gagliano-Conte"
Others Influenced OF,LyricalReferenceTo,Wayward Journey,2022,"Jing Xiang, Min Huang, Tao Zou, Xiulan Hu, Yang Shao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,No Redemption,2026,Michael Smith,Verdant Paths of Memory,Indie Folk,2000,"Anouk Schatteleijn, Hailey Timmerman-van der Berg, Lily Sprong, Travis Williams"
Others Influenced OF,LyricalReferenceTo,No Redemption,2026,Michael Smith,Sunbeam Serenade,Doom Metal,2005,"Juan Du, Jun Chang, Kayla Scott, Yong Shen"
Others Influenced OF,InterpolatesFrom,Altar of Devotion,2020,Li Wen,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Altar of Devotion,2020,Li Wen,Sing Song Swing,Indie Folk,2007,"Chao Zeng, Xiulan Liu, Yang Pan"
Others Influenced OF,LyricalReferenceTo,Twilight's Gentle Whisper,2023,"Fang Zhong, Lei Tan, Li Qiao, Na Han, Ping Tao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Quartet in Shadowed Light,2025,"Fiesta Nocturna, Gang Fan, Nicole Thomas, Qiang Qian, Tao Jin, Yong Dong",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Whispers from a Distant Refrain,2017,Monica Nelson,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Echoes of Joy,2023,"Guiying Tao, Ming Qiao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Endless Mental Replay,2025,"Chao Wu, Fang Han, Guiying Ye, Jun Fu, Xiuying Huang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Echoes of Devotion,2023,"Eric Bartlett, Min Yan, Xia Zeng",Unaccompanied Heart,Doom Metal,2018,"Juan Wu, Psycho Twang"
Others Influenced OF,InStyleOf,Counterpoint's Silent Serenade,2023,"Melissa Wheeler, Ming Yao, Na Cai, Xia Kang, Xia Xia",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Distant Horizons,2029,"Gang Xiong, Li Huang, Qiang Luo, Yong Ye",Numbers Between The Stars,Indie Folk,2023,"Juan Yin, Lori Martin, Ping Tian, Yan Tang, Yong Yu"
Others Influenced OF,InterpolatesFrom,Distant Horizons,2029,"Gang Xiong, Li Huang, Qiang Luo, Yong Ye",Survival Script,Indie Folk,2023,"Alex Ramsey, Ashley Murphy, Fang Yang, Kenneth West, Tao Xu"
Others Influenced OF,InStyleOf,Aviator's First Dance,2023,Min Song,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,The Last Letter to Julianne,2023,"Jun Yuan, Li Ding, Qiang Du, Tao Long, Yan Zhou",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Geologic Pulse,2026,"Gang Fu, Li Long, Ping Zeng, Xiulan Xu",Whispers of the Shoreline,Indie Folk,2013,"Diana Mitchell, James Hall"
Others Influenced OF,CoverOf,Falling Without a Parachute,2027,"Ming Du, Morgan Hernandez, Patricia Pope, Ping Shao",The Last Sweet Moment,Dream Pop,2023,"Ping Sun, Stacey Martin"
Others Influenced OF,CoverOf,Falling Without a Parachute,2027,"Ming Du, Morgan Hernandez, Patricia Pope, Ping Shao",Harmonious Compromise,Dream Pop,2025,"Li Dong, Min Fu, Morgan Hernandez, Ping Shao"
Others Influenced OF,InterpolatesFrom,Falling Without a Parachute,2027,"Ming Du, Morgan Hernandez, Patricia Pope, Ping Shao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Manifest Destiny Blues,2010,"Min Zheng, Walter White, Xiulan Wang",Echoes from Vasa's Forgotten Chronicles,Synthwave,2004,Audrey Picard
Others Influenced OF,InStyleOf,Manifest Destiny Blues,2010,"Min Zheng, Walter White, Xiulan Wang",Perfect Harmony,Synthwave,2003,Yang Wan
Others Influenced OF,InterpolatesFrom,Restless Phantoms,2020,"Evelyn Gordon, Gang Wang, Jie Yan, Min Gao, Wei Cheng, Yan Hou, Yang Yao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Heinäsirkat Soittaa (The Grasshoppers Play),2000,"Jacob Arnold, Latasha Watts",The Price of Freedom,Doom Metal,1997,Nicholas Boyd
Others Influenced OF,InterpolatesFrom,Bullets and Badges,2026,"Carly Luna, Charles Vazquez, Gang Tian, Victoria Vazquez",Unsere gemeinsame Stimme,Desert Rock,2028,"Fang Zheng, Guiying Liao, Jun Yang, Yan Zou"
Others Influenced OF,InterpolatesFrom,Lawman's Last Breath,2020,"Jing Zhong, Juan Wang, Juan Wu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Kaleidoscope Eyes,2023,"Christopher Reilly, Jun Han, Monica Murphy, Yoko Fujita",Mirror of Affection,Desert Rock,2020,"Jun Dai, Kari Sutton, Lei Yi, Li Bai, Xiuying Cai, Yan Tao"
Others Influenced OF,LyricalReferenceTo,Small Shadows,2017,"Justin Berry, Mikayla Cook, Xiulan Zhang",Golden Hour Reverie,Psychedelic Rock,2009,"Adam Sanders, Gabriela Campos, Tyler Brown"
Others Influenced OF,InStyleOf,Luminous Silence,2025,"Ann Anderson, Xiuying Mo",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Luminous Silence,2025,"Ann Anderson, Xiuying Mo",Numbers Between The Stars,Indie Folk,2023,"Juan Yin, Lori Martin, Ping Tian, Yan Tang, Yong Yu"
Others Influenced OF,DirectlySamples,Chromatic Reflections on a Theme,2026,Stephen Allen,The Infinite Melody,Synthpop,2020,"Adam Christian, Matthew Lara, Nicholas Harris, Yan Feng"
Others Influenced OF,InStyleOf,Shylock's Shadows,2020,"Chao Qiao, Jun Xu, Karen Robinson, Xiuying Kang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Shylock's Shadows,2020,"Chao Qiao, Jun Xu, Karen Robinson, Xiuying Kang",Roots Between Worlds,Indie Folk,2013,Mark Martin
Others Influenced OF,CoverOf,Springtime Whispers on the Seine,2020,"Fang Xiang, Jun Wang, Li Zhou",Birthright Anthem,Indie Folk,2013,"Jun Duan, Lisa Steele, Ming Xiang, Xia Wan, Xiulan Xiang, Yang Ye"
Others Influenced OF,DirectlySamples,Potato Fields Forever,2023,"Fang Zhou, Kimberly Moore, Na Yang, Ricardo Ward, Xiulan Yi",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Palms of Passage,2028,"Chao Fang, Xiulan Zhou, Yang Zhang",Behind the Picture Glass,Synthwave,2026,"Gang Zhou, Tao Mo, Xiulan Gong"
Others Influenced OF,InStyleOf,Palms of Passage,2028,"Chao Fang, Xiulan Zhou, Yang Zhang",Mirror of Affection,Desert Rock,2020,"Jun Dai, Kari Sutton, Lei Yi, Li Bai, Xiuying Cai, Yan Tao"
Others Influenced OF,InStyleOf,Palms of Passage,2028,"Chao Fang, Xiulan Zhou, Yang Zhang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Palms of Passage,2028,"Chao Fang, Xiulan Zhou, Yang Zhang",Forgotten Lands of Sidböle,Desert Rock,2024,"Gang Peng, Xia Wen, Xiuying Qian, Xiuying Yin"
Others Influenced OF,DirectlySamples,Grip and Grace,2017,"Chao Qiao, Juan Duan, Jun Xu, Tao Ye, Yong Guo",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Windows of Opportunity,2020,"Jing Cui, Lisa Pennington, Xiuying Shao, Yong Wang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Wandering Spirit of Prague,2013,"Min Liao, Tao Qian",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Heroes of Honor,2029,"Chao Kang, Jie Bai, Joseph Cole, Rachel Ford, Yan Huang",Birthright Anthem,Indie Folk,2013,"Jun Duan, Lisa Steele, Ming Xiang, Xia Wan, Xiulan Xiang, Yang Ye"
Others Influenced OF,CoverOf,Heroes of Honor,2029,"Chao Kang, Jie Bai, Joseph Cole, Rachel Ford, Yan Huang",Tropical Daydream in Frost,Dream Pop,2024,"Jing Qian, Qiang Wu, Xiulan Fu"
Others Influenced OF,InterpolatesFrom,Echoes of the Sámi Horizon,2023,"Juan Deng, Jun Ye, Yang Qian",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,InStyleOf,Echoes Within,2029,"Chao Sun, Jennifer Harris, Ping Xu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Wraith's Maritime Lament,2025,"Jun Zou, Qiang Mo, Yan Wang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Silent Eulogy at Your Feet,2026,"Jie Wan, Na Wen, Regina Davis",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Synaptic Cereal Spoon,2026,"Guiying Cao, Jing Kang, Silver Seraph, Xia Xia, Xiuying Huang",Sonnets of the Heart,Doom Metal,2013,"Ashley Andrade, Darrell Wilson, Laura Moore, Timothy Lin"
Others Influenced OF,InterpolatesFrom,The Misplaced Heir,2023,"Gang Meng, Guiying Pan, Ping Zheng, Xia Zhu, Xiuying Duan",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,InStyleOf,Somewhere Between Somewhere,2026,"Jörg Niemeier, Lei Xue, Min Xia, Tao Cui",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Perfectly Plastic,2025,Isaiah Morales,Sweet Katharina's Lament,Jazz Surf Rock,2018,"Dora Säuberlich, Fang Yan, Na Ren, Qiang Shen"
Others Influenced OF,CoverOf,Wild Tonight,2023,"Tao Du, The Nulls, Yan Yan",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Whispers Between Lovers,2026,Jun Yuan,Forest Echoes and Forgotten Dreams,Synthwave,2010,Juan Feng
Others Influenced OF,InStyleOf,Whispers Between Lovers,2026,Jun Yuan,Echoes in My Mind,Synthwave,2013,"Na Lai, Na Wen, Xiulan Liang"
Others Influenced OF,DirectlySamples,Whispers Between Lovers,2026,Jun Yuan,Starlit Chains,Doom Metal,2013,"Chao Cao, Fang Duan, Lei Qin, Ming Wei, Na Liao"
Others Influenced OF,LyricalReferenceTo,Snapshot of Forever,2026,"Juan Yu, Lei Jin, Loro, Qiang Song, Yong Lai",Instrument Failure,Synthwave,2021,"Juan Yu, Lei Jin, Loro, Yong Lai, Yong Shen"
Others Influenced OF,LyricalReferenceTo,Sparks Unbound,2023,"Jose Garrett, Min Jin, Tao Lei",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Fragments of Friendship,2024,"David Nash, Gang Yang",In The Chamber of My Heart,Indie Folk,2007,Shannon White
Others Influenced OF,CoverOf,Unbreakable Divine Shelter,2030,"Amber Smith, Cardboard Twenty-Five, Chao Zheng, Gang Zhu, Jie Su, Min Tian",Saturday's Last Light,Space Rock,2023,"Na Jia, Xiulan Dong, Xiuying Fan, Xiuying Zhang"
Others Influenced OF,InStyleOf,Unbreakable Divine Shelter,2030,"Amber Smith, Cardboard Twenty-Five, Chao Zheng, Gang Zhu, Jie Su, Min Tian",The Memory of Xiao,Space Rock,2024,"Guiying Gao, Hex Collective, Min Li, Ming Chang, Ming Ding, Wei Cui"
Others Influenced OF,InStyleOf,Unbreakable Divine Shelter,2030,"Amber Smith, Cardboard Twenty-Five, Chao Zheng, Gang Zhu, Jie Su, Min Tian",Crown and Conscience,Space Rock,2025,"Na Ren, Ping Li, Ping Wan, Qiang Gao"
Others Influenced OF,CoverOf,Whispers of Manuela's Horizon,2026,Shlok Cherian,Identity Crisis,Indie Folk,2021,"Clayton Harper, Emily Black, Li Luo, Xiulan Hou, Xiuying Yuan"
Others Influenced OF,CoverOf,Shadows of a Forgotten Name,2013,"Jun Yi, Xia Yu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Dust and Spurs,2024,"Ping Peng, Xia Jia, Xiulan Gu, Xiulan Xu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Celestial Praise,2029,"Guiying Tang, Guiying Zhong, Lei Liao, Lei Qian, Qiang Yang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Celestial Praise,2029,"Guiying Tang, Guiying Zhong, Lei Liao, Lei Qian, Qiang Yang",Gem State Sunset,Desert Rock,2020,"Chao Wu, Kathleen Martinez, Xiuying Chang"
Others Influenced OF,LyricalReferenceTo,Reef Road Reverie,2030,"Jie Li, Mary King, Xia Wu, Xia Zhao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Winds of the Basque Shore,2017,"Chao Wu, Donna Caldwell, Xiulan Ye",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Dissonant Echoes,2020,Tanya Garrett,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,Tartan and Revenge,2023,"Chao Cheng, Mitchell Bryan, Na Ren, Qiang Xie",Identity Crisis,Indie Folk,2021,"Clayton Harper, Emily Black, Li Luo, Xiulan Hou, Xiuying Yuan"
Others Influenced OF,InterpolatesFrom,Shadows Beneath the Palm,2026,Michael Rivera,Anchored Hearts,Psychedelic Rock,2024,"Brandi Daugherty, David Mueller, Dawn Gross, Donna Davidson, Jennifer Thomas, John Gray, Joseph Choi, Joseph Huang, Lisa Lopez, Peter Johnson, Raymond Marshall, Tiffany Acevedo"
Others Influenced OF,InStyleOf,Shadows Beneath the Palm,2026,Michael Rivera,Neat and Twisted,Psychedelic Rock,2022,"Alan Wilson, Ashley Cox PhD, Blueprints, Bradley Wright, Douglas Turner, Kathryn Golden, Kelli Rodriguez, Nathan Perez, Primal Rhythm, Samuel Rogers, Stephen Ramirez"
Others Influenced OF,InterpolatesFrom,Liturgical Whispers,2023,"Chao Tan, Fang Qiao, Guiying Qiu, Ming Qiu, Ming Yu, Yang Lei",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,The Wisdom of Not Knowing,2027,"Jason Vaughn, Summer Bender",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,The Wisdom of Not Knowing,2027,"Jason Vaughn, Summer Bender",Uptown Swagger,Desert Rock,2024,"Chao Gu, Tao Guo, Wei Sun, Yan Duan, Yan Zhong"
Others Influenced OF,CoverOf,Harmonic Latitude 458,2017,"Guiying Qin, Na Jin, Theresa Rivera",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Unaccompanied Breath,2021,"Frédéric de la Coulon, Paul-Louis Benard, Valérie Mathieu",Miles From Where I Belong,Synthwave,2013,"Aarav Chada, Collective Conscience, Kristina Lang, Tiffany Cain, Valérie Mathieu"
Others Influenced OF,InStyleOf,Unaccompanied Breath,2021,"Frédéric de la Coulon, Paul-Louis Benard, Valérie Mathieu",Echoes of a Sylvan Daydream,Doom Metal,2010,"Collective Conscience, Frédéric de la Coulon, Valérie Mathieu"
Others Influenced OF,CoverOf,Waiting by the Phone,2029,"Tao Cui, Yan Zhu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Whispers of Forever,2019,"Min Liang, Na Li, Na Yi, Xia Shao, Xia Wang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Whispers of Forever,2019,"Min Liang, Na Li, Na Yi, Xia Shao, Xia Wang",Mercy's Endless Tide,Doom Metal,2004,"Guiying Cai, Qiang Yuan, Xiuying Han"
Others Influenced OF,CoverOf,Rings and Revelations,2024,"Paulo Oestrovsky, Qiang Zhu, Rüdiger Graf",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Rings and Revelations,2024,"Paulo Oestrovsky, Qiang Zhu, Rüdiger Graf",Fragile Constellations,Symphonic Metal,2007,"Asta Reising, Bekir Bruder, Corinna Gute, Karin Metz"
Others Influenced OF,LyricalReferenceTo,Sacred Echoes,2017,"Justin Berry, Kyle Lawrence",Golden Hour Reverie,Psychedelic Rock,2009,"Adam Sanders, Gabriela Campos, Tyler Brown"
Others Influenced OF,CoverOf,Timón de Esperanza,2022,"Guiying Ma, Jie Wu, Jing Li, Juan Dong",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Grip of Memory,2026,"Jonathan Morris, Ming Xiao, Xiuying Wei",Twilight of the Weekly Cycle,Indie Folk,2023,"Erin Shah, Guiying Jia, Holly Valenzuela, Xia Feng, Yan Lu"
Others Influenced OF,CoverOf,Grip of Memory,2026,"Jonathan Morris, Ming Xiao, Xiuying Wei",Distant Farewell,Doom Metal,2026,"Gang Sun, Gang Zheng, Qiang Tang, Rei Ito"
Others Influenced OF,InStyleOf,Close Enough to Touch,2029,"Devin Chan, Maurice Harrison, Michael Reyes, Michael Rivera, Scott Burke",Anchored Hearts,Psychedelic Rock,2024,"Brandi Daugherty, David Mueller, Dawn Gross, Donna Davidson, Jennifer Thomas, John Gray, Joseph Choi, Joseph Huang, Lisa Lopez, Peter Johnson, Raymond Marshall, Tiffany Acevedo"
Others Influenced OF,LyricalReferenceTo,Close Enough to Touch,2029,"Devin Chan, Maurice Harrison, Michael Reyes, Michael Rivera, Scott Burke",Neat and Twisted,Psychedelic Rock,2022,"Alan Wilson, Ashley Cox PhD, Blueprints, Bradley Wright, Douglas Turner, Kathryn Golden, Kelli Rodriguez, Nathan Perez, Primal Rhythm, Samuel Rogers, Stephen Ramirez"
Others Influenced OF,LyricalReferenceTo,Crimson Ledger of the Desert Riders,2023,"Juan Gu, Qiang Dai, Tao Chang, Xiulan He",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
