direction,influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year,other_genre
Other -> OF,InStyleOf,14767,Saturday's Last Light,Saturday's Last Light,Album,Space Rock,2023,3909,Everything's Alright,Everything's Alright,Song,Oceanus Folk,2020,Space Rock
Other -> OF,InStyleOf,4077,Starlit Passion,Starlit Passion,Song,Jazz Surf Rock,2023,16457,Manger's Midnight,Manger's Midnight,Song,Oceanus Folk,2021,Jazz Surf Rock
Other -> OF,InterpolatesFrom,1629,Legionary's Lament,Legionary's Lament,Song,Desert Rock,2023,2662,Rhythm Revolution,Rhythm Revolution,Album,Oceanus Folk,2022,Desert Rock
Other -> OF,InStyleOf,13509,Altar of Promises,Altar of Promises,Song,Americana,2023,2662,Rhythm Revolution,Rhythm Revolution,Album,Oceanus Folk,2022,Americana
Other -> OF,LyricalReferenceTo,1874,Dusty Miles,Dusty Miles,Song,Dream Pop,2023,16582,Drowning in Denial,Drowning in Denial,Song,Oceanus Folk,2023,Dream Pop
Other -> OF,InStyleOf,3275,"My Heart, Your Lifeline","My Heart, Your Lifeline",Song,Desert Rock,2023,11978,Sparks Unbound,Sparks Unbound,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,InterpolatesFrom,12213,Unbound Waters,Unbound Waters,Song,Synthwave,2023,3956,Eternal Light Descends,Eternal Light Descends,Song,Oceanus Folk,2023,Synthwave
Other -> OF,LyricalReferenceTo,1629,Legionary's Lament,Legionary's Lament,Song,Desert Rock,2023,12067,Fragments of Friendship,Fragments of Friendship,Song,Oceanus Folk,2024,Desert Rock
Other -> OF,CoverOf,14333,Echoes of Autumn's Farewell,Echoes of Autumn's Farewell,Song,Post-Apocalyptic Folk,2024,4348,Hysterical Revenge,Hysterical Revenge,Song,Oceanus Folk,2004,Post-Apocalyptic Folk
Other -> OF,InStyleOf,14528,Heart on Fire,Heart on Fire,Song,Space Rock,2024,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Space Rock
Other -> OF,DirectlySamples,15817,Ridges of Romance,Ridges of Romance,Song,Americana,2024,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Americana
Other -> OF,InterpolatesFrom,3053,Dreaming in Technicolor,Dreaming in Technicolor,Song,Desert Rock,2024,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013,Desert Rock
Other -> OF,LyricalReferenceTo,11749,The Memory of Xiao,The Memory of Xiao,Song,Space Rock,2024,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,13161,Forgotten Lands of Sidböle,Forgotten Lands of Sidböle,Song,Desert Rock,2024,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,DirectlySamples,7056,Reflected Strangers,Reflected Strangers,Song,Synthwave,2024,3711,Wings of the Southern Cross,Wings of the Southern Cross,Album,Oceanus Folk,2024,Synthwave
Other -> OF,CoverOf,2102,Granite Heartbeat,Granite Heartbeat,Album,Americana,2025,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013,Americana
Other -> OF,LyricalReferenceTo,6976,Thorns Between My Fingers,Thorns Between My Fingers,Album,Indie Folk,2025,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,6976,Thorns Between My Fingers,Thorns Between My Fingers,Album,Indie Folk,2025,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,11329,Crown and Conscience,Crown and Conscience,Song,Space Rock,2025,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InStyleOf,13369,Sovereign of Endless Realms,Sovereign of Endless Realms,Song,Space Rock,2025,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InStyleOf,13600,Scars and Surrenders,Scars and Surrenders,Song,Dream Pop,2025,12691,Winds of the Basque Shore,Winds of the Basque Shore,Album,Oceanus Folk,2017,Dream Pop
Other -> OF,InStyleOf,15886,Intellectual Passion,Intellectual Passion,Song,Desert Rock,2025,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,CoverOf,6976,Thorns Between My Fingers,Thorns Between My Fingers,Album,Indie Folk,2025,7224,Postcards from Julianne's Heart,Postcards from Julianne's Heart,Song,Oceanus Folk,2022,Indie Folk
Other -> OF,InStyleOf,4639,Intricate Landscapes of Microscopic Kingdoms,Intricate Landscapes of Microscopic Kingdoms,Song,Indie Folk,2026,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Indie Folk
Other -> OF,CoverOf,6130,Unfolding Path,Unfolding Path,Song,Doom Metal,2026,4348,Hysterical Revenge,Hysterical Revenge,Song,Oceanus Folk,2004,Doom Metal
Other -> OF,InterpolatesFrom,13076,Shadows in the Forest,Shadows in the Forest,Album,Indie Folk,2026,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Indie Folk
Other -> OF,InterpolatesFrom,4945,Beyond the Price Tag,Beyond the Price Tag,Album,Desert Rock,2026,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Desert Rock
Other -> OF,InStyleOf,14469,Take It All,Take It All,Song,Space Rock,2026,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Space Rock
Other -> OF,LyricalReferenceTo,15851,Whispers in the Locket,Whispers in the Locket,Song,Indie Folk,2026,6752,Soft Collisions,Soft Collisions,Song,Oceanus Folk,2010,Indie Folk
Other -> OF,CoverOf,1069,Behind the Picture Glass,Behind the Picture Glass,Song,Synthwave,2026,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Synthwave
Other -> OF,InterpolatesFrom,13691,Silent Goodbye,Silent Goodbye,Song,Indie Folk,2026,9602,Light Before Sunrise,Light Before Sunrise,Song,Oceanus Folk,2013,Indie Folk
Other -> OF,InterpolatesFrom,14469,Take It All,Take It All,Song,Space Rock,2026,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Space Rock
Other -> OF,LyricalReferenceTo,15851,Whispers in the Locket,Whispers in the Locket,Song,Indie Folk,2026,8079,Glance My Way,Glance My Way,Song,Oceanus Folk,2013,Indie Folk
Other -> OF,InStyleOf,1069,Behind the Picture Glass,Behind the Picture Glass,Song,Synthwave,2026,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Synthwave
Other -> OF,LyricalReferenceTo,9861,Stalemate,Stalemate,Song,Desert Rock,2026,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InterpolatesFrom,10173,Echoes of Yesterday,Echoes of Yesterday,Album,Desert Rock,2026,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,CoverOf,10173,Echoes of Yesterday,Echoes of Yesterday,Album,Desert Rock,2026,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,LyricalReferenceTo,13691,Silent Goodbye,Silent Goodbye,Song,Indie Folk,2026,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,13691,Silent Goodbye,Silent Goodbye,Song,Indie Folk,2026,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InterpolatesFrom,16510,Waiting for That Moment,Waiting for That Moment,Album,Space Rock,2026,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InStyleOf,16586,Silicon Serenade,Silicon Serenade,Song,Synthwave,2026,16225,Blueprint Whispers,Blueprint Whispers,Song,Oceanus Folk,2017,Synthwave
Other -> OF,DirectlySamples,9861,Stalemate,Stalemate,Song,Desert Rock,2026,8651,Resonant Tongue,Resonant Tongue,Album,Oceanus Folk,2020,Desert Rock
Other -> OF,CoverOf,9861,Stalemate,Stalemate,Song,Desert Rock,2026,14198,Timón de Esperanza,Timón de Esperanza,Song,Oceanus Folk,2022,Desert Rock
Other -> OF,DirectlySamples,13691,Silent Goodbye,Silent Goodbye,Song,Indie Folk,2026,7224,Postcards from Julianne's Heart,Postcards from Julianne's Heart,Song,Oceanus Folk,2022,Indie Folk
Other -> OF,InStyleOf,10173,Echoes of Yesterday,Echoes of Yesterday,Album,Desert Rock,2026,757,Mirage of Memories,Mirage of Memories,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,LyricalReferenceTo,10270,Crossing the Promised Boundary,Crossing the Promised Boundary,Song,Post-Apocalyptic Folk,2026,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,Post-Apocalyptic Folk
Other -> OF,InStyleOf,13691,Silent Goodbye,Silent Goodbye,Song,Indie Folk,2026,757,Mirage of Memories,Mirage of Memories,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,InStyleOf,4945,Beyond the Price Tag,Beyond the Price Tag,Album,Desert Rock,2026,3828,Fragments of Flight,Fragments of Flight,Album,Oceanus Folk,2025,Desert Rock
Other -> OF,InterpolatesFrom,10173,Echoes of Yesterday,Echoes of Yesterday,Album,Desert Rock,2026,10159,Synaptic Cereal Spoon,Synaptic Cereal Spoon,Album,Oceanus Folk,2026,Desert Rock
Other -> OF,InStyleOf,4945,Beyond the Price Tag,Beyond the Price Tag,Album,Desert Rock,2026,7876,Falling Without a Parachute,Falling Without a Parachute,Song,Oceanus Folk,2027,Desert Rock
Other -> OF,InterpolatesFrom,3580,Shadows of Unexpressed Feelings,Shadows of Unexpressed Feelings,Song,Dream Pop,2027,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,CoverOf,10716,Guardians of Honor,Guardians of Honor,Song,Americana,2027,13777,Gravity's Anchor,Gravity's Anchor,Album,Oceanus Folk,2004,Americana
Other -> OF,CoverOf,3580,Shadows of Unexpressed Feelings,Shadows of Unexpressed Feelings,Song,Dream Pop,2027,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,InStyleOf,7403,Conduct Code,Conduct Code,Song,Dream Pop,2027,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,DirectlySamples,11130,Denali's Whisper,Denali's Whisper,Song,Space Rock,2027,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Space Rock
Other -> OF,LyricalReferenceTo,13768,Salt-Stained Serenade,Salt-Stained Serenade,Song,Dream Pop,2027,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,InterpolatesFrom,6474,Midsummer's Melody,Midsummer's Melody,Song,Dream Pop,2027,5100,Sylvan Bride's Lament,Sylvan Bride's Lament,Song,Oceanus Folk,2010,Dream Pop
Other -> OF,LyricalReferenceTo,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Desert Rock
Other -> OF,CoverOf,12718,Grease Lightning,Grease Lightning,Song,Space Rock,2027,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013,Space Rock
Other -> OF,InterpolatesFrom,14804,The Forgotten Turret,The Forgotten Turret,Song,Americana,2027,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Americana
Other -> OF,DirectlySamples,577,Roadmap to Your Heart,Roadmap to Your Heart,Album,Space Rock,2027,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,925,Liminal Passage,Liminal Passage,Song,Indie Folk,2027,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,2379,Unwanted (And Still Waiting),Unwanted (And Still Waiting),Song,Synthpop,2027,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Synthpop
Other -> OF,CoverOf,3580,Shadows of Unexpressed Feelings,Shadows of Unexpressed Feelings,Song,Dream Pop,2027,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Dream Pop
Other -> OF,InStyleOf,5267,Tripartite Fanfare of Metallic Voices,Tripartite Fanfare of Metallic Voices,Song,Space Rock,2027,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,6827,Fading Echoes,Fading Echoes,Song,Doom Metal,2027,16225,Blueprint Whispers,Blueprint Whispers,Song,Oceanus Folk,2017,Doom Metal
Other -> OF,LyricalReferenceTo,7351,Silent Frequencies,Silent Frequencies,Song,Desert Rock,2027,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InterpolatesFrom,11130,Denali's Whisper,Denali's Whisper,Song,Space Rock,2027,2153,Wheels in Motion,Wheels in Motion,Album,Oceanus Folk,2017,Space Rock
Other -> OF,DirectlySamples,12718,Grease Lightning,Grease Lightning,Song,Space Rock,2027,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,15779,Whisper Your Truth,Whisper Your Truth,Song,Dream Pop,2027,2153,Wheels in Motion,Wheels in Motion,Album,Oceanus Folk,2017,Dream Pop
Other -> OF,LyricalReferenceTo,11130,Denali's Whisper,Denali's Whisper,Song,Space Rock,2027,16276,Perimeter,Perimeter,Song,Oceanus Folk,2020,Space Rock
Other -> OF,LyricalReferenceTo,7492,Hang Up (On You),Hang Up (On You),Song,Desert Rock,2027,16457,Manger's Midnight,Manger's Midnight,Song,Oceanus Folk,2021,Desert Rock
Other -> OF,InStyleOf,15937,Atlantic Winds of Agadir,Atlantic Winds of Agadir,Album,Dream Pop,2027,16457,Manger's Midnight,Manger's Midnight,Song,Oceanus Folk,2021,Dream Pop
Other -> OF,CoverOf,577,Roadmap to Your Heart,Roadmap to Your Heart,Album,Space Rock,2027,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,Space Rock
Other -> OF,InterpolatesFrom,6489,Whispers of Imagination,Whispers of Imagination,Song,Space Rock,2027,886,Loud and Clear,Loud and Clear,Song,Oceanus Folk,2023,Space Rock
Other -> OF,CoverOf,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,CoverOf,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,11978,Sparks Unbound,Sparks Unbound,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,InterpolatesFrom,11914,Patience Worn Thin,Patience Worn Thin,Song,Indie Folk,2027,3956,Eternal Light Descends,Eternal Light Descends,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,CoverOf,13033,Caravans and Starlight,Caravans and Starlight,Album,Indie Folk,2027,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,InStyleOf,13260,Whispers of Harvest Stillness,Whispers of Harvest Stillness,Song,Indie Folk,2027,6428,Echoes of Joy,Echoes of Joy,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,InStyleOf,15937,Atlantic Winds of Agadir,Atlantic Winds of Agadir,Album,Dream Pop,2027,15027,Fragments of Unresolved Dialogues,Fragments of Unresolved Dialogues,Album,Oceanus Folk,2023,Dream Pop
Other -> OF,DirectlySamples,577,Roadmap to Your Heart,Roadmap to Your Heart,Album,Space Rock,2027,3711,Wings of the Southern Cross,Wings of the Southern Cross,Album,Oceanus Folk,2024,Space Rock
Other -> OF,DirectlySamples,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,13516,Rings and Revelations,Rings and Revelations,Song,Oceanus Folk,2024,Desert Rock
Other -> OF,InStyleOf,10636,Prophetic Shadows,Prophetic Shadows,Song,Jazz Surf Rock,2027,13538,Summer of '76,Summer of '76,Song,Oceanus Folk,2024,Jazz Surf Rock
Other -> OF,InterpolatesFrom,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,8714,Luminous Silence,Luminous Silence,Song,Oceanus Folk,2025,Desert Rock
Other -> OF,InterpolatesFrom,9446,Classical Fragments,Classical Fragments,Song,Desert Rock,2027,7687,Geologic Pulse,Geologic Pulse,Album,Oceanus Folk,2026,Desert Rock
Other -> OF,CoverOf,10636,Prophetic Shadows,Prophetic Shadows,Song,Jazz Surf Rock,2027,16264,Ceremonial Footsteps,Ceremonial Footsteps,Song,Oceanus Folk,2026,Jazz Surf Rock
Other -> OF,InterpolatesFrom,15590,Beyond Moderation,Beyond Moderation,Song,Indie Rock,2027,13027,Shadows Beneath the Palm,Shadows Beneath the Palm,Song,Oceanus Folk,2026,Indie Rock
Other -> OF,CoverOf,14416,Parchment and Heresy,Parchment and Heresy,Song,Dream Pop,2027,4352,Laughter's Sharp EdgeQuesto Momento Fragile (This Fragile Moment),Laughter's Sharp EdgeQuesto Momento Fragile (This Fragile Moment),Song,Oceanus Folk,2028,Dream Pop
Other -> OF,InStyleOf,8837,The Unfolding: Thirty Breaths,The Unfolding: Thirty Breaths,Song,Darkwave,2028,4348,Hysterical Revenge,Hysterical Revenge,Song,Oceanus Folk,2004,Darkwave
Other -> OF,LyricalReferenceTo,662,Waiting for Steven,Waiting for Steven,Album,Indie Folk,2028,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Indie Folk
Other -> OF,InStyleOf,8504,Arachnid Aria,Arachnid Aria,Album,Space Rock,2028,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Space Rock
Other -> OF,LyricalReferenceTo,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,8504,Arachnid Aria,Arachnid Aria,Album,Space Rock,2028,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,CoverOf,9214,Unsere gemeinsame Stimme,Unsere gemeinsame Stimme,Song,Desert Rock,2028,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,CoverOf,10903,Parallel Memories,Parallel Memories,Song,Dream Pop,2028,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017,Dream Pop
Other -> OF,LyricalReferenceTo,11870,Radiant Hearts,Radiant Hearts,Song,Indie Folk,2028,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InterpolatesFrom,14750,Rumor's Daughter,Rumor's Daughter,Song,Jazz Surf Rock,2028,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Jazz Surf Rock
Other -> OF,InStyleOf,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,13438,Whispers of Forever,Whispers of Forever,Song,Oceanus Folk,2019,Space Rock
Other -> OF,CoverOf,5620,The Weight of Your Absence,The Weight of Your Absence,Album,Synthwave,2028,3037,Visions Beyond the Horizon,Visions Beyond the Horizon,Song,Oceanus Folk,2020,Synthwave
Other -> OF,InterpolatesFrom,14750,Rumor's Daughter,Rumor's Daughter,Song,Jazz Surf Rock,2028,7224,Postcards from Julianne's Heart,Postcards from Julianne's Heart,Song,Oceanus Folk,2022,Jazz Surf Rock
Other -> OF,InterpolatesFrom,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,6428,Echoes of Joy,Echoes of Joy,Song,Oceanus Folk,2023,Space Rock
Other -> OF,LyricalReferenceTo,10160,Morning's Hallucinogenic Feast,Morning's Hallucinogenic Feast,Song,Indie Folk,2028,8396,Whispers of Deceit,Whispers of Deceit,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,InStyleOf,10903,Parallel Memories,Parallel Memories,Song,Dream Pop,2028,16400,Aquatic Rebirth (1983),Aquatic Rebirth (1983),Song,Oceanus Folk,2023,Dream Pop
Other -> OF,InStyleOf,15989,Reps and Rhythm,Reps and Rhythm,Album,Symphonic Metal,2028,16400,Aquatic Rebirth (1983),Aquatic Rebirth (1983),Song,Oceanus Folk,2023,Symphonic Metal
Other -> OF,InterpolatesFrom,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,15271,Wrapped in Your Warmth,Wrapped in Your Warmth,Song,Oceanus Folk,2024,Space Rock
Other -> OF,InStyleOf,10160,Morning's Hallucinogenic Feast,Morning's Hallucinogenic Feast,Song,Indie Folk,2028,7982,Twelve Months of You,Twelve Months of You,Song,Oceanus Folk,2024,Indie Folk
Other -> OF,LyricalReferenceTo,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,3828,Fragments of Flight,Fragments of Flight,Album,Oceanus Folk,2025,Space Rock
Other -> OF,InterpolatesFrom,3031,The One I've Been Waiting For,The One I've Been Waiting For,Album,Desert Rock,2028,8858,Chromatic Reflections on a Theme,Chromatic Reflections on a Theme,Song,Oceanus Folk,2026,Desert Rock
Other -> OF,InStyleOf,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,10159,Synaptic Cereal Spoon,Synaptic Cereal Spoon,Album,Oceanus Folk,2026,Space Rock
Other -> OF,LyricalReferenceTo,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,11655,Whispers Between Lovers,Whispers Between Lovers,Song,Oceanus Folk,2026,Space Rock
Other -> OF,CoverOf,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,3520,Aerial Conquistadors,Aerial Conquistadors,Song,Oceanus Folk,2026,Space Rock
Other -> OF,InterpolatesFrom,9214,Unsere gemeinsame Stimme,Unsere gemeinsame Stimme,Song,Desert Rock,2028,3520,Aerial Conquistadors,Aerial Conquistadors,Song,Oceanus Folk,2026,Desert Rock
Other -> OF,InStyleOf,13404,Voice Beyond the Line,Voice Beyond the Line,Song,Dream Pop,2028,7876,Falling Without a Parachute,Falling Without a Parachute,Song,Oceanus Folk,2027,Dream Pop
Other -> OF,InterpolatesFrom,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,4393,Whispers from Below,Whispers from Below,Song,Oceanus Folk,2029,Space Rock
Other -> OF,LyricalReferenceTo,5035,Skogens Fortelling (The Forest's Tale),Skogens Fortelling (The Forest's Tale),Album,Space Rock,2028,12138,Unbreakable Divine Shelter,Unbreakable Divine Shelter,Song,Oceanus Folk,2030,Space Rock
Other -> OF,InStyleOf,9780,The Plaintive Pipe's Journey,The Plaintive Pipe's Journey,Album,Dream Pop,2029,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,CoverOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,InterpolatesFrom,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013,Dream Pop
Other -> OF,LyricalReferenceTo,8122,Cordless Connections,Cordless Connections,Song,Dream Pop,2029,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013,Dream Pop
Other -> OF,LyricalReferenceTo,9628,Needle's Nostalgic Dance,Needle's Nostalgic Dance,Song,Desert Rock,2029,6611,Completely Crazy (About You),Completely Crazy (About You),Song,Oceanus Folk,2013,Desert Rock
Other -> OF,InStyleOf,2260,Inherited Arguments,Inherited Arguments,Song,Symphonic Metal,2029,3730,First Breath of Desire,First Breath of Desire,Song,Oceanus Folk,2016,Symphonic Metal
Other -> OF,LyricalReferenceTo,14683,Sunlight on Ivory and Bow,Sunlight on Ivory and Bow,Album,Dream Pop,2029,11831,Fragments of a Poet's Breath,Fragments of a Poet's Breath,Album,Oceanus Folk,2016,Dream Pop
Other -> OF,InStyleOf,1313,Radiance of the Heart,Radiance of the Heart,Song,Synthwave,2029,6417,Whispers from a Distant Refrain,Whispers from a Distant Refrain,Album,Oceanus Folk,2017,Synthwave
Other -> OF,LyricalReferenceTo,1313,Radiance of the Heart,Radiance of the Heart,Song,Synthwave,2029,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017,Synthwave
Other -> OF,InStyleOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017,Dream Pop
Other -> OF,InStyleOf,6569,Whispers of the Lô,Whispers of the Lô,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InStyleOf,8295,Hail of Mercy,Hail of Mercy,Song,Alternative Rock,2029,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Alternative Rock
Other -> OF,LyricalReferenceTo,8983,Parisian Rainfall at Twilight,Parisian Rainfall at Twilight,Song,Jazz Surf Rock,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017,Jazz Surf Rock
Other -> OF,DirectlySamples,9489,Echoes of the Grande Armée,Echoes of the Grande Armée,Song,Indie Folk,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,DirectlySamples,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,CoverOf,13047,Kingdom Within,Kingdom Within,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,LyricalReferenceTo,16402,Les Ailes Célestes,Les Ailes Célestes,Song,Dream Pop,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Dream Pop
Other -> OF,InterpolatesFrom,16530,Ghosting Memories,Ghosting Memories,Song,Desert Rock,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,LyricalReferenceTo,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,14198,Timón de Esperanza,Timón de Esperanza,Song,Oceanus Folk,2022,Desert Rock
Other -> OF,DirectlySamples,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,757,Mirage of Memories,Mirage of Memories,Song,Oceanus Folk,2023,Dream Pop
Other -> OF,InStyleOf,6569,Whispers of the Lô,Whispers of the Lô,Song,Desert Rock,2029,3367,Courage in Quiet Moments,Courage in Quiet Moments,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,LyricalReferenceTo,6569,Whispers of the Lô,Whispers of the Lô,Song,Desert Rock,2029,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,InStyleOf,8295,Hail of Mercy,Hail of Mercy,Song,Alternative Rock,2029,886,Loud and Clear,Loud and Clear,Song,Oceanus Folk,2023,Alternative Rock
